peak_id,peak_name,name,date,time,citizenship,gender,age,is_o2_used,is_summiter,cause_of_death,height_of_death_(m),year,season
EVER,Everest,Sergei Anatolievich Arsentiev,May 23,Unknown,Russia,M,39,No,Y,Disappearance,8500,1998,Spring
EVER,Everest,Francys Distefano-Arsentiev,May 24,08:45,USA,F,40,No,Y,Exposure/Frostbite,8600,1998,Spring
EVER,Everest,Roger Buick,May 26,Unknown,New Zealand,M,52,No,.,Exposure/Frostbite,7400,1998,Spring
EVER,Everest,Mark Howard Jennings,May 26,Unknown,UK,M,49,Y,Y,AMS,8200,1998,Spring
EVER,Everest,Vasili (Vazyl) Kopytko,May 08,Unknown,Ukraine,M,34,No,Y,Exposure/Frostbite,8500,1999,Spring
EVER,Everest,Michael Robert Matthews,May 13,Unknown,UK,M,22,Y,Y,Fall,8600,1999,Spring
EVER,Everest,Tadeusz (Tadek) Kudelski,May 18,17:00,Poland,M,44,Y,Y,Fall,8600,1999,Spring
EVER,Everest,Pascal Debrouwer,May 19,Unknown,Belgium,M,29,Y,Y,Fall,8400,1999,Spring
EVER,Everest,Jeppe Stoltz,May 20,06:30,Denmark,M,27,No,.,Fall,8500,2000,Spring
EVER,Everest,Geng-Hua Yan,May 21,Unknown,China,M,41,Y,Y,Exposure/Frostbite,8750,2000,Spring
EVER,Everest,"Babu Chiri (Babu Tshering) Sherpa (Chhulemu, Taksindu, Solukhumbu)",Apr 29,16:00,Nepal,M,35,No,.,Crevasse,6400,2001,Spring
EVER,Everest,Peter Gerfried Ganner,May 23,08:00,Austria,M,57,Y,.,Fall,8500,2001,Spring
EVER,Everest,Mark Auricht,May 24,07:00,Australia,M,37,Y,.,AMS,7900,2001,Spring
EVER,Everest,Aleksei (Alex) Nikiforov,May 24,17:00,Russia,M,45,Y,.,AMS,8400,2001,Spring
EVER,Everest,Santor Gardos,Oct 17,Unknown,Hungary,M,38,No,.,Fall,7000,2001,Autumn
EVER,Everest,Peter Legate,Apr 30,06:30,UK,M,38,No,.,Fall,7000,2002,Spring
EVER,Everest,Zoran Miletic,May 17,Unknown,Yugoslavia,M,41,Y,.,Unknown,7800,2002,Spring
EVER,Everest,Marco Siffredi,Sep 08,13:15,France,M,23,Y,Y,Fall,8600,2002,Autumn
EVER,Everest,Arnaud Saulnier,Apr 08,Unknown,France,M,30,No,.,AMS,5300,2003,Spring
EVER,Everest,"Karma Gyalzen Sherpa (Kurima, Sotang, Solukhumbu)",May 24,19:30,Nepal,M,28,No,.,AMS,6000,2003,Spring
EVER,Everest,Jan Krysztof Liszewski,May 25,Unknown,Poland,M,55,No,.,Fall,7600,2003,Spring
EVER,Everest,"Bhim Bahadur Gurung (Karmaiya, Sarlahi)",May 27,Unknown,Nepal,M,38,Y,Y,Crevasse,5900,2003,Spring
EVER,Everest,Nils P. Antezana,May 18,Unknown,USA,M,69,Y,Y,Exhaustion,8500,2004,Spring
EVER,Everest,Joon-Ho Baek,May 18,Unknown,S Korea,M,36,Y,.,Exhaustion,8500,2004,Spring
EVER,Everest,Min Jang,May 18,Unknown,S Korea,M,26,Y,Y,Exhaustion,8700,2004,Spring
EVER,Everest,Mu-Taek Park,May 18,Unknown,S Korea,M,34,Y,Y,Exposure/Frostbite,8500,2004,Spring
EVER,Everest,Hristo Ganchev Hristov,May 20,Unknown,Bulgaria,M,26,No,Y,Exhaustion,8600,2004,Spring
EVER,Everest,Shoko Ota,May 20,Unknown,Japan,F,63,Y,Y,Fall,8600,2004,Spring
EVER,Everest,Mariana Prodanova Maslarova,May 23,17:30,Bulgaria,F,43,Y,.,Disappearance,8700,2004,Spring
EVER,Everest,Sean Egan,Apr 28,Unknown,Canada,M,63,No,.,AMS,4600,2005,Spring
EVER,Everest,Michael Corey O'Brien,May 02,12:00,USA,M,39,No,.,Crevasse,5800,2005,Spring
EVER,Everest,Marko Lihteneker,May 21,Unknown,Slovenia,M,35,Y,Y,Fall,8600,2005,Spring
EVER,Everest,Sirigereshiva Shankarappa Chaitanya,May 30,Unknown,India,M,31,Y,Y,Fall,8700,2005,Spring
EVER,Everest,Dieter Kramer,Jun 04,Unknown,Germany,M,49,Y,.,AMS,8000,2005,Spring
EVER,Everest,Robert William (Rob) Milne,Jun 05,02:30,UK,M,48,Y,.,AMS,8200,2005,Spring
EVER,Everest,Tuk Bahadur Thapa Magar,Apr 04,23:40,Nepal,M,32,No,.,AMS,7000,2006,Spring
EVER,Everest,"Dawa Temba Sherpa (Thamo, Khumbu)",Apr 21,07:30,Nepal,M,21,No,.,Icefall Collapse,5800,2006,Spring
EVER,Everest,"Lhakpa Tshering/Chhiring Sherpa (Mende (Thamo), Khumbu)",Apr 21,07:30,Nepal,M,35,No,.,Icefall Collapse,5800,2006,Spring
EVER,Everest,"Tenzing Phinzo (Ang Phintso) Sherpa (Phortse, Khumbu)",Apr 21,07:30,Nepal,M,53,No,.,Icefall Collapse,5800,2006,Spring
EVER,Everest,Sri Kishan,May 14,14:15,India,M,27,Y,Y,Fall,8400,2006,Spring
EVER,Everest,David W. Sharp,May 15,Unknown,UK,M,34,Y,.,Exhaustion,8500,2006,Spring
EVER,Everest,Tomas Kenneth Olsson,May 16,11:45,Sweden,M,30,Y,Y,Fall,8500,2006,Spring
EVER,Everest,Jacques-Hughes Letrange,May 17,18:00,France,M,39,Y,Y,Exhaustion,8600,2006,Spring
EVER,Everest,Vitor Negrete,May 19,02:00,Brazil,M,38,No,Y,AMS,8500,2006,Spring
EVER,Everest,Igor Plyushkin,May 22,11:30,Russia,M,54,Y,.,AMS,7800,2006,Spring
EVER,Everest,Thomas Weber,May 25,10:00,Germany,M,41,Y,.,AMS,8700,2006,Spring
EVER,Everest,"Dawa Sherpa (Mera, Kanku-9, Solukhumbu)",Apr 26,Unknown,Nepal,M,46,No,.,Fall,7200,2007,Spring
EVER,Everest,Shinichi Ishii,May 15,Unknown,Japan,M,63,Y,Y,AMS,8650,2007,Spring
EVER,Everest,Yasuhiko Mochizuki,May 16,Unknown,Japan,M,47,No,.,Unknown,7700,2007,Spring
EVER,Everest,Hyun-Jo Lee,May 16,01:45,S Korea,M,34,Y,.,Avalanche,7700,2007,Spring
EVER,Everest,Hee-Joon Oh,May 16,01:45,S Korea,M,36,Y,.,Avalanche,7700,2007,Spring
EVER,Everest,Libor Kozak,May 16,08:30,Czech Republic,M,47,Y,.,AMS,8300,2007,Spring
EVER,Everest,Pierangelo Maurizio,May 17,15:00,Italy,M,51,Y,Y,Disappearance,8800,2007,Spring
EVER,Everest,Uwe Micha Johannes (Gianni) Goltz,May 22,01:30,Switzerland,M,44,Y,Y,Exhaustion,8100,2008,Spring
EVER,Everest,"Lhakpa Nuru Sherpa (Phurte, Khumbu)",May 07,10:30,Nepal,M,33,No,.,Avalanche,5700,2009,Spring
EVER,Everest,"Kazi Lama Sherpa (Taksindu-3, Solukhumbu)",May 11,Unknown,Nepal,M,29,No,.,AMS,5300,2009,Spring
EVER,Everest,Veslav Chrzaszcz,May 18,19:00,Czech Republic,M,47,No,.,AMS,7000,2009,Spring
EVER,Everest,Wen-Hong Wu,May 19,04:00,China,M,40,Y,Y,AMS,8750,2009,Spring
EVER,Everest,Frank Ziebarth,May 21,Unknown,Germany,M,29,No,Y,AMS,8700,2009,Spring
EVER,Everest,Laszlo Alfred (Konyi) Varkonyi,Apr 26,12:00,Hungary,M,53,No,.,Avalanche,6800,2010,Spring
EVER,Everest,Hiroshi Ogasawara,May 25,01:30,Japan,M,62,Y,Y,Exhaustion,8400,2010,Spring
EVER,Everest,Peter Kinloch,May 26,02:00,UK,M,28,Y,Y,Exhaustion,8600,2010,Spring
EVER,Everest,Rick Howe Hitch,May 01,Unknown,USA,M,55,No,.,AMS,7300,2011,Spring
EVER,Everest,Shailendra Kumar Upadhyay,May 09,16:00,Nepal,M,81,No,.,AMS,5600,2011,Spring
EVER,Everest,Takashi Ozaki,May 12,14:45,Japan,M,58,Y,.,AMS,8600,2011,Spring
EVER,Everest,John Delaney,May 21,04:30,Ireland,M,42,Y,.,Exhaustion,8750,2011,Spring
EVER,Everest,"Karsang Namgyal/Namgel Sherpa (Thami, Khumbu)",Apr 17,Unknown,Nepal,M,40,No,.,AMS,5350,2012,Spring
EVER,Everest,Ramesh Narad Gulave,Apr 20,Unknown,India,M,33,No,.,AMS,5350,2012,Spring
EVER,Everest,"Namgyal Tshering (Namgyal Chhiri) Sherpa (Khumjung, Khumbu)",Apr 21,Unknown,Nepal,M,29,No,.,Crevasse,6200,2012,Spring
EVER,Everest,"Dawa Tenzing (Da Tenzing) Sherpa (Phortse, Khumbu)",May 01,Unknown,Nepal,M,41,No,.,AMS,6200,2012,Spring
EVER,Everest,Wen-Yi Ha,May 19,Unknown,China,M,54,Y,Y,Exhaustion,8400,2012,Spring
EVER,Everest,Shriya Shah-Klorfine,May 19,Unknown,Canada,F,33,Y,Y,Exhaustion,8400,2012,Spring
EVER,Everest,Won-Bin Song,May 19,Unknown,S Korea,M,44,Y,Y,AMS,8400,2012,Spring
EVER,Everest,Erich Eberhard Schaaf,May 19,15:00,Germany,M,61,Y,Y,AMS,8760,2012,Spring
EVER,Everest,Ralf Dieter Arnold,May 20,Unknown,Germany,M,41,No,Y,Fall,8700,2012,Spring
EVER,Everest,Juan Jose Polo Carbayo,May 20,Unknown,Spain,M,43,Y,Y,Exhaustion,8500,2012,Spring
EVER,Everest,"Mingma Sherpa (Tapting, Solukhumbu)",Apr 07,Unknown,Nepal,M,44,No,.,Crevasse,5800,2013,Spring
EVER,Everest,Sergey Ponomarev,May 05,Unknown,Russia,M,43,No,.,Other,6500,2013,Spring
EVER,Everest,"Da Rita Sherpa (Phortse, Khumbu)",May 05,Unknown,Nepal,M,36,No,.,AMS,7300,2013,Spring
EVER,Everest,"Lobsang Sherpa (Kharikhola, Solukhumbu)",May 07,Unknown,Nepal,M,22,No,.,Fall,7500,2013,Spring
EVER,Everest,Alexei Bolotov,May 15,Unknown,Russia,M,50,No,.,Fall,5400,2013,Spring
EVER,Everest,"Namgyal Sherpa (Rakha Bangdel-5, Khotang)",May 16,08:00,Nepal,M,35,Y,Y,AMS,8200,2013,Spring
EVER,Everest,Mohammed Khalid Hossain,May 21,05:00,Bangladesh,M,36,No,Y,AMS,8000,2013,Spring
EVER,Everest,Sung-Ho Seo,May 21,05:00,S Korea,M,33,No,Y,AMS,8000,2013,Spring
EVER,Everest,"Mingma Tenzing Sherpa (Namche Bazar, Khumbu)",Apr 02,Unknown,Nepal,M,26,No,.,AMS,5350,2014,Spring
EVER,Everest,"Aash Bahadur Gurung (Laprak-7, Gorkha)",Apr 18,06:45,Nepal,M,0,No,.,Avalanche,5800,2014,Spring
EVER,Everest,Dorje Khatri,Apr 18,06:45,Nepal,M,45,No,.,Avalanche,5800,2014,Spring
EVER,Everest,"Ang Kazi (Ankaji) Sherpa (Chitre, Sisuwa-9, Makalu-Barun)",Apr 18,06:45,Nepal,M,35,No,.,Avalanche,5800,2014,Spring
EVER,Everest,"Ang Tshiri Sherpa (Thamo, Khumbu)",Apr 18,06:45,Nepal,M,60,No,.,Avalanche,5800,2014,Spring
EVER,Everest,"Chhiring Ongchu Sherpa (Khumjung, Khumbu)",Apr 18,06:45,Nepal,M,33,No,.,Avalanche,5800,2014,Spring
EVER,Everest,"Dorje Sherpa (Namche-6, Khumbu)",Apr 18,06:45,Nepal,M,49,No,.,Avalanche,5800,2014,Spring
EVER,Everest,"Lhakpa Tenjing Sherpa (Khumjung, Khumbu)",Apr 18,06:45,Nepal,M,24,No,.,Avalanche,5800,2014,Spring
EVER,Everest,"Mingma Nuru Sherpa (Namche-4, Khumbu)",Apr 18,06:45,Nepal,M,31,No,.,Avalanche,5800,2014,Spring
EVER,Everest,"Ngima Sherpa (Taksindu-3, Solukhumbu)",Apr 18,06:45,Nepal,M,27,No,.,Avalanche,5800,2014,Spring
EVER,Everest,"Pasang Karma Sherpa (Bupsa, Jubing-5, Solukhumbu)",Apr 18,06:45,Nepal,M,38,No,.,Avalanche,5800,2014,Spring
EVER,Everest,"Pem Tenji Sherpa (Chheskam-2, Solukhumbu)",Apr 18,06:45,Nepal,M,0,No,.,Avalanche,5800,2014,Spring
EVER,Everest,"Phur Temba Sherpa (Yaphu-9, Makalu-Barun)",Apr 18,06:45,Nepal,M,24,No,.,Avalanche,5800,2014,Spring
EVER,Everest,"Phurba Ongyal Sherpa (Pangboche, Khumbu)",Apr 18,06:45,Nepal,M,25,No,.,Avalanche,5800,2014,Spring
EVER,Everest,"Tenzing Chhetar Sherpa (Yilajung, Khumbu)",Apr 18,06:45,Nepal,M,25,No,.,Avalanche,5800,2014,Spring
EVER,Everest,"Thendorje (Thendu Dorje) Sherpa (Pangboche, Khumbu)",Apr 18,06:45,Nepal,M,30,No,.,Avalanche,5800,2014,Spring
EVER,Everest,"Chhewang Sherpa (Nunthala, Solukhumbu)",May 01,Unknown,Nepal,M,19,No,.,Other,0,2014,Spring
EVER,Everest,"Tenjin Bhote (Chepuwa-1, Makalu-Barun)",Apr 24,11:55,Nepal,M,29,No,.,Avalanche,5350,2015,Spring
EVER,Everest,Renu Fotedar,Apr 25,11:50,Australia,F,59,No,.,Avalanche,5350,2015,Spring
EVER,Everest,Daniel Paul (Dan) Fredinberg,Apr 25,11:50,USA,M,33,No,.,Avalanche,5350,2015,Spring
EVER,Everest,"Lhakpa Chhiring Sherpa (Khunde, Khumbu)",Apr 25,11:50,Nepal,M,33,No,.,Avalanche,5350,2015,Spring
EVER,Everest,Marisa Eve Girawong,Apr 25,11:55,USA,F,28,No,.,Avalanche,5350,2015,Spring
EVER,Everest,Krishna Kumar Kulung Rai,Apr 25,11:55,Nepal,M,32,No,.,Avalanche,5350,2015,Spring
EVER,Everest,Maila Rai,Apr 25,11:55,Nepal,M,41,No,.,Avalanche,5350,2015,Spring
EVER,Everest,"Chhimi Dawa Sherpa (Bung-9, Solukhumbu)",Apr 25,11:55,Nepal,M,47,No,.,Avalanche,5350,2015,Spring
EVER,Everest,"Dawa Chhiri Sherpa (Chaurikharka-2, Khumbu)",Apr 25,11:55,Nepal,M,25,No,.,Avalanche,5350,2015,Spring
EVER,Everest,"Jangbu Sherpa (Taksindu-5, Solukhumbu)",Apr 25,11:55,Nepal,M,53,No,.,Avalanche,5350,2015,Spring
EVER,Everest,"Pasang Temba Sherpa (Tengboche, Khumbu)",Apr 25,11:55,Nepal,M,62,No,.,Avalanche,5350,2015,Spring
EVER,Everest,"Pemba Sherpa (Taksindu-5, Solukhumbu)",Apr 25,11:55,Nepal,M,19,No,.,Avalanche,5350,2015,Spring
EVER,Everest,"Pemba Yishi (Hissi) Sherpa (Bung-9, Solukhumbu)",Apr 25,11:55,Nepal,M,33,No,.,Avalanche,5350,2015,Spring
EVER,Everest,Shiva Kumar Shrestha,Apr 25,11:55,Nepal,M,25,No,.,Avalanche,5350,2015,Spring
EVER,Everest,Eric Ary Arnold,May 20,09:00,Netherlands,M,36,Y,Y,AMS,7900,2016,Spring
EVER,Everest,Goutam Ghosh,May 21,Unknown,India,M,50,Y,.,Disappearance,8700,2016,Spring
EVER,Everest,Paresh Chandra Nath,May 21,Unknown,India,M,58,Y,.,Disappearance,8700,2016,Spring
EVER,Everest,Subhas Paul,May 21,Unknown,India,M,43,Y,Y,Exhaustion,8760,2016,Spring
EVER,Everest,Maria Elizabeth Strydom,May 21,10:30,Australia,F,34,Y,.,AMS,7800,2016,Spring
EVER,Everest,Min Bahadur Sherchan,May 06,17:14,Nepal,M,85,No,.,AMS,5350,2017,Spring
EVER,Everest,Ravi Kumar,May 20,20:00,India,M,26,Y,Y,Exhaustion,8400,2017,Spring
EVER,Everest,Roland Anthony Yearwood,May 20,23:59,USA,M,50,Y,.,AMS,8400,2017,Spring
EVER,Everest,Francesco Enrico (Frank) Marchetti,May 21,Unknown,Australia,M,53,Y,.,AMS,8220,2017,Spring
EVER,Everest,Vladimir (Vlado) Strba,May 21,17:00,Slovakia,M,48,No,.,AMS,7900,2017,Spring
EVER,Everest,Goht Khuber Rai,May 27,Unknown,Nepal,M,0,No,.,AMS,5350,2017,Spring
EVER,Everest,"Lama Babu Sherpa (Sakpharma, Lokhim-9, Solukhumbu)",May 14,Unknown,Nepal,M,48,Y,Y,Fall,8750,2018,Spring
EVER,Everest,"Pasang Nuru Sherpa (Kharikhola, Solukhumbu)",May 17,Unknown,Nepal,M,40,Y,.,Exhaustion,8550,2018,Spring
EVER,Everest,Georgi Petkov,May 20,14:00,Macedonia,M,62,Y,.,AMS,7500,2018,Spring
EVER,Everest,Nobukazu Kuriki,May 20,23:30,Japan,M,35,No,.,Fall,7200,2018,Spring
EVER,Everest,"Damai Sarki Sherpa (Jubing-5, Solukhumbu)",May 21,17:00,Nepal,M,30,Y,Y,Crevasse,6440,2018,Spring
EVER,Everest,Ravi Thakur,May 16,11:00,India,M,27,Y,Y,AMS,7900,2019,Spring
EVER,Everest,Seamus Sean Lawless,May 16,16:00,Ireland,M,39,Y,Y,Fall,7900,2019,Spring
EVER,Everest,Donald Lynn Cash,May 22,Unknown,USA,M,54,Y,Y,Exhaustion,8760,2019,Spring
EVER,Everest,Anjali Sharad Kulkarni,May 22,Unknown,India,F,53,Y,.,Exhaustion,8400,2019,Spring
EVER,Everest,Nihal Ashpak Bagwan,May 23,Unknown,India,M,26,Y,Y,Exhaustion,7900,2019,Spring
EVER,Everest,Kalpana Dash,May 23,Unknown,India,F,52,Y,Y,Exhaustion,8400,2019,Spring
EVER,Everest,Kevin Gerard Hynes,May 23,Unknown,Ireland,M,56,Y,.,Exhaustion,7000,2019,Spring
EVER,Everest,Ernst Landgraf,May 23,Unknown,Austria,M,64,Y,Y,Fall,8680,2019,Spring
EVER,Everest,Dhruba Bista,May 24,Unknown,Nepal,M,32,Y,.,AMS,7100,2019,Spring
EVER,Everest,Robin Haynes Fisher,May 25,Unknown,UK,M,44,Y,Y,AMS,8700,2019,Spring
EVER,Everest,Christopher Jon Kulish,May 27,16:00,USA,M,62,Y,Y,AMS,7900,2019,Spring
FANG,Fang,Herbert Obernosterer,May 02,19:30,Austria,M,26,No,.,Fall,6300,1979,Spring
FANG,Fang, Unknown,Oct 09,Unknown,Nepal,M,0,No,.,Fall,0,1979,Autumn
FANG,Fang,Yea-Hoon Kim,Nov 08,Unknown,S Korea,M,25,No,.,Fall,7200,1997,Autumn
FIRN,Firnkopf,Karl Reiss,May 31,Unknown,Austria,M,29,No,.,AMS,6300,1954,Spring
GAN1,Ganesh I,Eric Gauchat,Oct 24,15:10,Switzerland,M,0,No,Y,Fall,6800,1955,Autumn
GAN2,Ganesh II,Kaoru Kuroiwa,Oct 09,Unknown,Japan,M,26,No,.,Avalanche,5600,1980,Autumn
GAN2,Ganesh II,Masaru Mizuno,Oct 09,Unknown,Japan,M,22,No,.,Avalanche,5600,1980,Autumn
GAN2,Ganesh II,Hiroshi Terui,Oct 09,Unknown,Japan,M,35,No,.,Avalanche,5600,1980,Autumn
GAN3,Ganesh III,Andrzej Hartman,Oct 23,13:00,Poland,M,34,No,.,Fall,6500,1983,Autumn
GAN4,Ganesh IV,David Sloane,Apr 23,10:00,Australia,M,23,No,.,Avalanche,5800,1981,Spring
GAN4,Ganesh IV,Boguslaw Janczala,Nov 08,Unknown,Poland,M,29,No,.,Avalanche,6700,1985,Autumn
GAN4,Ganesh IV,Krysztof Przystal,Nov 08,Unknown,Poland,M,27,No,.,Avalanche,6700,1985,Autumn
GAN4,Ganesh IV,Karol Sopicki,Nov 08,Unknown,Poland,M,33,No,.,Avalanche,6700,1985,Autumn
GAN5,Ganesh V,Stefan Cieslar,Oct 27,Unknown,France,M,36,No,.,Avalanche,5500,2006,Autumn
GAN5,Ganesh V,Jean-Baptiste Moreau,Oct 27,Unknown,France,M,28,No,.,Avalanche,5500,2006,Autumn
GAN5,Ganesh V,Raphael Perrissin,Oct 27,Unknown,France,M,30,No,.,Avalanche,5500,2006,Autumn
GAN5,Ganesh V,Vincent Villedieu,Oct 27,Unknown,France,M,31,No,.,Avalanche,5500,2006,Autumn
GANG,Gangapurna,Masuo Hakoyama,Oct 16,Unknown,Japan,M,0,No,.,Avalanche,5900,1971,Autumn
GANG,Gangapurna,Nawang Chottar Sherpa,Oct 16,Unknown,Nepal,M,24,No,.,Avalanche,5900,1971,Autumn
GANG,Gangapurna,Ang Pemba Sherpa,Oct 16,Unknown,Nepal,M,29,No,.,Avalanche,5900,1971,Autumn
GANG,Gangapurna,Ang Gyalzen Sherpa,Oct 16,Unknown,Nepal,M,28,No,.,Avalanche,5900,1971,Autumn
GANG,Gangapurna,Kohei Sasakawa,Oct 16,Unknown,Japan,M,0,No,.,Avalanche,5900,1971,Autumn
GANG,Gangapurna,Iwao Ogiso,Oct 16,Unknown,Japan,M,0,No,.,Avalanche,5900,1971,Autumn
GANG,Gangapurna,"Girme Dorje Sherpa (Khunde, Khumbu)",Oct 18,Unknown,Nepal,M,36,No,Y,Avalanche,6300,1971,Autumn
GANG,Gangapurna,Pemba Norbu Sherpa,Oct 18,Unknown,Nepal,M,36,No,.,Avalanche,6300,1971,Autumn
GANG,Gangapurna,Takeshi Sakamoto,Sep 29,06:00,Japan,M,29,No,.,Avalanche,6750,1981,Autumn
GANG,Gangapurna,Akira Suzuki,Sep 29,06:00,Japan,M,24,No,.,Avalanche,6750,1981,Autumn
GANG,Gangapurna,Deepak Prasai,Apr 28,Unknown,Nepal,M,32,No,.,AMS,3900,2009,Spring
GAUR,Gaurishankar,Kensaku Sakai,May 10,Unknown,Japan,M,28,No,.,Fall,5900,1985,Spring
GIMM,Gimmigela Chuli,Masanori Sato,Oct 18,07:30,Japan,M,30,No,.,Crevasse,7000,1993,Autumn
GIMM,Gimmigela Chuli,Kazunori Chikui,Nov 10,Unknown,Japan,M,0,No,Y,Exposure/Frostbite,6900,1994,Autumn
GIMM,Gimmigela Chuli,Ishimori Takashima,Nov 10,Unknown,Japan,M,0,No,Y,Exposure/Frostbite,6900,1994,Autumn
GURJ,Gurja Himal,Francois Soubrane,May 05,15:00,France,M,34,No,Y,Fall,6800,1976,Spring
GURJ,Gurja Himal,Christine Ertlen,May 05,15:00,France,F,22,No,Y,Fall,6800,1976,Spring
GURJ,Gurja Himal,Shoichi Kobayashi,Apr 29,15:30,Japan,M,44,No,Y,Fall,6800,1985,Spring
GURJ,Gurja Himal,Cezar Vergulescu,May 15,Unknown,Romania,M,26,No,.,Fall,6000,1985,Spring
GURJ,Gurja Himal,"Chhiring Bhote (Hatiya-2, Makalu-Barun)",Oct 10,Unknown,Nepal,M,31,No,.,Avalanche,3800,2018,Autumn
GURJ,Gurja Himal,Il-Jin Rim,Oct 10,Unknown,S Korea,M,48,No,.,Avalanche,3800,2018,Autumn
GURJ,Gurja Himal,Jae-Hun Lee,Oct 10,Unknown,S Korea,M,24,No,.,Avalanche,3800,2018,Autumn
GURJ,Gurja Himal,Chang-Ho Kim,Oct 10,Unknown,S Korea,M,49,No,.,Avalanche,3800,2018,Autumn
GURJ,Gurja Himal,Joon-Mo Jeong,Oct 10,Unknown,S Korea,M,54,No,.,Avalanche,3800,2018,Autumn
GURJ,Gurja Himal,Natra Bahadur Chantel,Oct 10,Unknown,Nepal,M,29,No,.,Avalanche,3800,2018,Autumn
GURJ,Gurja Himal,"Phurbu Bhote (Hatiya-6, Makalu-Barun)",Oct 10,Unknown,Nepal,M,22,No,.,Avalanche,3800,2018,Autumn
GURJ,Gurja Himal,"Lakpa Sangbu Bhote (Hatiya-6, Makalu-Barun)",Oct 10,Unknown,Nepal,M,23,No,.,Avalanche,3800,2018,Autumn
GURJ,Gurja Himal,Young-Jik Yoo,Oct 10,Unknown,S Korea,M,45,No,.,Avalanche,3800,2018,Autumn
GYAC,Gyachung Kang,Akio Otaki,Apr 09,11:45,Japan,M,29,Y,.,Fall,7750,1964,Spring
GYAC,Gyachung Kang,Shinichi Baba,Oct 17,17:00,Japan,M,28,No,.,Fall,7300,1988,Autumn
HIME,Himalchuli East,Herbert Maddock,Jun 21,Unknown,UK,M,23,No,.,Other,0,1953,Spring
HIME,Himalchuli East,Arthur Herbert Firman,May 16,Unknown,UK,M,42,No,.,Fall,0,1955,Spring
HIME,Himalchuli East,Nima Tenzing Sherpa,May 04,Unknown,Nepal,M,0,Y,.,AMS,5790,1959,Spring
HIME,Himalchuli East,Kazi Sherpa,May 03,05:00,Nepal,M,0,No,.,Fall,5180,1960,Spring
HIME,Himalchuli East,Yoshiharu Kondo,May 13,Unknown,Japan,M,33,No,.,Fall,7400,1977,Spring
HIME,Himalchuli East,"Lhakpa Norbu Sherpa (Thami, Khumbu)",Apr 11,Unknown,Nepal,M,38,No,.,Other,0,1978,Spring
HIME,Himalchuli East,Masayuki Fujita,Oct 06,09:10,Japan,M,31,No,.,Fall,6300,1983,Autumn
HIME,Himalchuli East,Nobuhiro Hase,Oct 06,09:10,Japan,M,27,No,.,Fall,6300,1983,Autumn
HIME,Himalchuli East,Peter Greskovits,May 16,15:00,Hungary,M,33,No,.,Fall,6500,1985,Spring
HIME,Himalchuli East,Sandor Csanadi,May 16,15:00,Hungary,M,36,No,.,Fall,6500,1985,Spring
HIME,Himalchuli East,Hizuru Nakamura,Oct 26,Unknown,Japan,M,31,Y,Y,Fall,7800,1986,Autumn
HIME,Himalchuli East,Jacek (Jerzy) Klincewicz,Dec 30,12:00,Poland,M,34,No,.,Fall,4700,1986,Winter
HIME,Himalchuli East,Chai-Hong Chung,Sep 14,Unknown,S Korea,M,62,Y,.,AMS,4950,1989,Autumn
HIMJ,Himjung,Ayumi Nozawai,Oct 02,12:00,Japan,M,39,No,.,Avalanche,6000,2003,Autumn
HIML,Himlung Himal,"Kaji Sherpa (Khijiphalate-9, Okhaldhunga)",Sep 29,10:15,Nepal,M,42,No,.,Avalanche,6100,2013,Autumn
HIML,Himlung Himal,"Ngim Pasang Sherpa (Jubing-3, Solukhumbu)",Sep 29,10:15,Nepal,M,35,No,.,Avalanche,6100,2013,Autumn
HIML,Himlung Himal,"Tendi Sherpa (Sanam, Gudel-4, Solukhumbu)",Sep 29,10:15,Nepal,M,44,No,.,Avalanche,5850,2013,Autumn
HIML,Himlung Himal,"Mingmar Sherpa (Taksindu-6, Solukhumbu)",Sep 27,Unknown,Nepal,M,42,No,.,Avalanche,6700,2016,Autumn
HIML,Himlung Himal,Fernando Sanchez Grassa,Nov 01,Unknown,Spain,M,43,No,Y,AMS,6300,2019,Autumn
HIMN,Himalchuli North,Guenther Eisendle,Oct 16,Unknown,Italy,M,22,No,.,Avalanche,6500,1986,Autumn
HIMN,Himalchuli North,Peter Wauer,Oct 16,Unknown,W Germany,M,19,No,.,Avalanche,6500,1986,Autumn
HIMN,Himalchuli North,Wolfgang Weinzierl,Oct 16,Unknown,W Germany,M,39,No,.,Avalanche,6500,1986,Autumn
HIUP,Hiunchuli,Hiroko Fuji,Oct 09,14:30,Japan,F,28,No,.,Avalanche,4000,1979,Autumn
HIUP,Hiunchuli,Noriko Yamazaki,Oct 09,14:30,Japan,F,28,No,.,Avalanche,4000,1979,Autumn
HIUP,Hiunchuli,Pasang Sherpa,Oct 09,14:30,Nepal,M,0,No,.,Avalanche,4000,1979,Autumn
HIUP,Hiunchuli,Jun-Young Min,Sep 25,Unknown,S Korea,M,0,No,.,Disappearance,5350,2009,Autumn
HIUP,Hiunchuli,Jong-Sung Park,Sep 25,Unknown,S Korea,M,0,No,.,Disappearance,5350,2009,Autumn
JANE,Jannu East,Damjan Vidmar,Sep 04,Unknown,Slovenia,M,31,No,.,Other,1000,1992,Autumn
JANE,Jannu East,Ziga Petric,Oct 05,Unknown,Slovenia,M,25,No,.,Other,6000,1996,Autumn
JANE,Jannu East,Bojan Pockar,Oct 05,Unknown,Slovenia,M,33,No,.,Other,6000,1996,Autumn
