peak_id,peak_name,name,date,time,citizenship,gender,age,is_o2_used,is_summiter,cause_of_death,height_of_death_(m),year,season
DHA1,Dhaulagiri I,Masashi Fukumoto,Oct 14,Unknown,Japan,M,27,No,.,Fall,6500,2001,Autumn
DHA1,Dhaulagiri I,Ryushi Hoshino,Oct 14,Unknown,Japan,M,33,No,.,Fall,6500,2001,Autumn
DHA1,Dhaulagiri I,Yukihiko Shinagawa,Oct 14,Unknown,Japan,M,33,No,.,Fall,6500,2001,Autumn
DHA1,Dhaulagiri I,Joze Sepic,May 19,Unknown,Slovenia,M,56,Y,.,Fall,4700,2004,Spring
DHA1,Dhaulagiri I,Sergio Dalla Longa,Apr 29,Unknown,Italy,M,48,No,.,Fall,8160,2007,Spring
DHA1,Dhaulagiri I,Santiago Sagaste Ayesa,May 13,08:50,Spain,M,33,No,.,Avalanche,6700,2007,Spring
DHA1,Dhaulagiri I,Ricardo Valencia Martinez,Aug 13,08:50,Spain,M,47,No,.,Avalanche,6700,2007,Spring
DHA1,Dhaulagiri I,Dario Alejandro Bracali,May 02,Unknown,Argentina,M,35,No,.,Disappearance,0,2008,Spring
DHA1,Dhaulagiri I,Rafael Guillen,May 02,16:00,Spain,M,35,No,.,Fall,6800,2008,Spring
DHA1,Dhaulagiri I,Piotr Jerzy Morawski,Apr 08,09:00,Poland,M,32,No,.,Crevasse,5500,2009,Spring
DHA1,Dhaulagiri I,Mehdi Etemadfar,May 01,16:30,Iran,M,53,No,.,Fall,8050,2009,Spring
DHA1,Dhaulagiri I,Liang Zhao,May 13,Unknown,China,M,34,Y,Y,Fall,7400,2010,Spring
DHA1,Dhaulagiri I,Bin Li,May 13,Unknown,China,M,47,Y,Y,Exhaustion,7600,2010,Spring
DHA1,Dhaulagiri I,Xin Han,May 13,Unknown,China,M,40,Y,Y,Fall,7400,2010,Spring
DHA1,Dhaulagiri I,Daisuke Honda,Sep 28,10:00,Japan,M,32,No,.,Avalanche,0,2010,Autumn
DHA1,Dhaulagiri I,Osamu Tanabe,Sep 28,10:00,Japan,M,49,No,.,Avalanche,5300,2010,Autumn
DHA1,Dhaulagiri I,Toshio Yamamoto,Sep 28,10:00,Japan,M,36,No,.,Avalanche,5400,2010,Autumn
DHA1,Dhaulagiri I,"Pasang Gelu Sherpa (Dhimbul, Gudel, Solukhumbu)",Sep 28,10:00,Nepal,M,46,No,.,Avalanche,6700,2010,Autumn
DHA1,Dhaulagiri I,Chizuko Kono,May 23,Unknown,Japan,F,66,Y,.,AMS,7700,2013,Spring
DHA1,Dhaulagiri I,Juan Jose (Juanjo) Garra Lorenzo,May 23,Unknown,Spain,M,49,No,.,Fall,8000,2013,Spring
DHA1,Dhaulagiri I,"Dawa Sherpa (Damdi, Tapting, Solukhumbu)",May 23,Unknown,Nepal,M,41,Y,.,Fall,7500,2013,Spring
DHA1,Dhaulagiri I,"Dorje Sherpa (Jubing-2, Solukhumbu)",Oct 14,22:30,Nepal,M,0,No,.,Avalanche,4750,2014,Autumn
DHA1,Dhaulagiri I,Jan Matlak,Oct 14,22:30,Slovakia,M,60,No,.,Avalanche,4750,2014,Autumn
DHA1,Dhaulagiri I,Vladimir Svancar,Oct 14,22:30,Slovakia,M,59,No,.,Avalanche,4750,2014,Autumn
DHA1,Dhaulagiri I,Bhoj Kumar Rai,Oct 14,22:30,Nepal,M,0,No,.,Avalanche,4750,2014,Autumn
DHA1,Dhaulagiri I,Gopal Rai,Oct 14,22:30,Nepal,M,0,No,.,Avalanche,4750,2014,Autumn
DHA1,Dhaulagiri I,Christiaan Johan Wilson,Dec 31,Unknown,Netherlands,M,35,No,.,Disappearance,0,2016,Spring
DHA1,Dhaulagiri I,Rajib Bhattarcharya,May 19,Unknown,India,M,42,No,.,AMS,6600,2016,Spring
DHA1,Dhaulagiri I,"Ang Ngima Sherpa (Chaurikharka-3, Khumbu)",May 20,Unknown,Nepal,M,33,Y,Y,Exposure/Frostbite,7900,2017,Spring
DHA1,Dhaulagiri I,Simone La Terra,Apr 29,16:00,Italy,M,36,No,.,Fall,6976,2018,Spring
DHA1,Dhaulagiri I,"Dawa Gyaljen (Ang Dawa) Sherpa (Makalu-5, Makalu-Barun)",Sep 19,Unknown,Nepal,M,24,No,.,Avalanche,6600,2018,Autumn
DHA2,Dhaulagiri II,Lhakpa Gelbu Sherpa,Mar 28,Unknown,Nepal,M,24,No,.,Avalanche,5300,1965,Spring
DHA2,Dhaulagiri II,Mingma Tenzing Sherpa,Mar 28,Unknown,Nepal,M,28,No,.,Avalanche,5300,1965,Spring
DHA2,Dhaulagiri II,Sung-Gyu Kim,May 12,19:30,S Korea,M,23,No,Y,Fall,7300,1986,Spring
DHA2,Dhaulagiri II,Farman Tamang (Nuwakot),Sep 20,Unknown,Nepal,M,26,No,.,Fall,0,2007,Autumn
DHA4,Dhaulagiri IV,Kurt Ring,Nov 10,Unknown,Austria,M,36,No,.,Disappearance,6900,1969,Autumn
DHA4,Dhaulagiri IV,Richard Hoyer,Nov 10,Unknown,Austria,M,26,No,.,Disappearance,6900,1969,Autumn
DHA4,Dhaulagiri IV,Tenzing Nindra Sherpa,Nov 10,Unknown,Nepal,M,0,No,.,Disappearance,6900,1969,Autumn
DHA4,Dhaulagiri IV,Peter Lavicka,Nov 10,Unknown,Austria,M,28,No,.,Disappearance,6900,1969,Autumn
DHA4,Dhaulagiri IV,Peter Nemec,Nov 10,Unknown,Austria,M,26,No,.,Disappearance,6900,1969,Autumn
DHA4,Dhaulagiri IV,Kurt Reha,Nov 10,Unknown,Austria,M,20,No,.,Disappearance,6900,1969,Autumn
DHA4,Dhaulagiri IV,Takajuro Matsui,Apr 30,12:45,Japan,M,34,No,.,AMS,6200,1972,Spring
DHA4,Dhaulagiri IV,Alan Dewison,Nov 19,16:00,UK,M,26,No,.,Fall,6300,1973,Autumn
DHA4,Dhaulagiri IV,Kancha Sherpa,Nov 23,Unknown,Nepal,M,0,No,.,Avalanche,4300,1973,Autumn
DHA4,Dhaulagiri IV,Ang Tshering Sherpa,Apr 14,09:15,Nepal,M,0,No,.,Avalanche,4890,1974,Spring
DHA4,Dhaulagiri IV,Dawa Tenzing Sherpa,Apr 14,09:15,Nepal,M,0,No,.,Avalanche,4890,1974,Spring
DHA4,Dhaulagiri IV,Kami Sarki Sherpa,Apr 14,09:15,Nepal,M,0,No,.,Avalanche,4890,1974,Spring
DHA4,Dhaulagiri IV,Shiro Kawazu,May 10,Unknown,Japan,M,31,No,Y,Fall,7400,1975,Spring
DHA4,Dhaulagiri IV,Etsuro Yasuda,May 10,Unknown,Japan,M,26,No,Y,Fall,7400,1975,Spring
DHA5,Dhaulagiri V,Kenichi Aoki,May 04,Unknown,Japan,M,0,No,.,Fall,7000,1971,Spring
DHA5,Dhaulagiri V,Hidenobu Tezuka,May 04,Unknown,Japan,M,0,No,.,Fall,7000,1971,Spring
DHA5,Dhaulagiri V,Toshiumi Yanagisawa,May 04,Unknown,Japan,M,0,No,.,Fall,7000,1971,Spring
DHA5,Dhaulagiri V,Fukashi Chijiwa,Oct 05,Unknown,Japan,M,0,No,.,Avalanche,5950,1971,Autumn
DORJ,Dorje Lhakpa,Kurt Schmierer,Dec 05,14:45,USA,M,38,No,.,Fall,5930,1994,Winter
DORJ,Dorje Lhakpa,Andrej Zaman,Oct 25,Unknown,Slovenia,M,24,No,.,Fall,6500,2000,Autumn
EVER,Everest,Alexander Mitchell Kellas,Jun 05,Unknown,UK,M,52,No,.,AMS,5700,1921,Spring
EVER,Everest, Unknown,Jun 30,Unknown,India,M,0,No,.,AMS,4300,1921,Spring
EVER,Everest,Dorje Sherpa,Jun 07,13:30,Nepal,M,0,No,.,Avalanche,6800,1922,Spring
EVER,Everest,Lhakpa Sherpa,Jun 07,13:30,Nepal,M,0,No,.,Avalanche,6800,1922,Spring
EVER,Everest,Norbu Sherpa,Jun 07,13:30,Nepal,M,0,No,.,Avalanche,6800,1922,Spring
EVER,Everest,Pasang Sherpa,Jun 07,13:30,Nepal,M,0,No,.,Avalanche,6800,1922,Spring
EVER,Everest,Pema Sherpa,Jun 07,13:30,Nepal,M,0,No,.,Avalanche,6800,1922,Spring
EVER,Everest,Sange Sherpa,Jun 07,13:30,Nepal,M,0,No,.,Avalanche,6800,1922,Spring
EVER,Everest,Temba Sherpa,Jun 07,13:30,Nepal,M,0,No,.,Avalanche,6800,1922,Spring
EVER,Everest,Shamsher Pun,May 13,Unknown,Nepal,M,0,No,.,AMS,5300,1924,Spring
EVER,Everest,Man Bahadur ,May 25,Unknown,Nepal,M,0,No,.,Exposure/Frostbite,5000,1924,Spring
EVER,Everest,Andrew Comyn (Sandy) Irvine,Jun 08,Unknown,UK,M,22,Y,.,Disappearance,8200,1924,Spring
EVER,Everest,George Herbert Leigh Mallory,Jun 08,Unknown,UK,M,37,Y,.,Fall,8160,1924,Spring
EVER,Everest,Maurice Wilson,Jun 01,Unknown,UK,M,36,No,.,Exposure/Frostbite,6500,1934,Spring
EVER,Everest,Mingma Dorje Sherpa,Oct 31,10:00,Nepal,M,0,No,.,Fall,6950,1952,Autumn
EVER,Everest,Ji Wang,Dec 31,Unknown,China,M,0,.,.,AMS,6400,1960,Spring
EVER,Everest,Nawang Tshering Sherpa,Apr 27,16:00,Nepal,M,0,No,.,Fall,6700,1962,Spring
EVER,Everest,John Edgar (Jake) Breitenbach,Mar 23,14:00,USA,M,27,No,.,Icefall Collapse,5800,1963,Spring
EVER,Everest,Zhi-Qing Shou,Dec 31,Unknown,China,M,0,.,.,AMS,7000,1964,Spring
EVER,Everest,Gao-Shu Ma,Dec 31,Unknown,China,M,0,Y,.,Fall,7540,1966,Spring
EVER,Everest,"Phu Dorje Sherpa (Khumjung, Khumbu)",Oct 18,Unknown,Nepal,M,32,.,.,Crevasse,5800,1969,Autumn
EVER,Everest,Kami Tsering Sherpa,Apr 05,07:00,Nepal,M,45,No,.,Icefall Collapse,5700,1970,Spring
EVER,Everest,Kunga Norbu Sherpa,Apr 05,07:00,Nepal,M,33,No,.,Icefall Collapse,5700,1970,Spring
EVER,Everest,Nima Dorje Sherpa,Apr 05,07:00,Nepal,M,25,No,.,Icefall Collapse,5700,1970,Spring
EVER,Everest,Nima Norbu Sherpa,Apr 05,07:00,Nepal,M,42,No,.,Icefall Collapse,5700,1970,Spring
EVER,Everest,Pasang Sherpa,Apr 05,07:00,Nepal,M,44,No,.,Icefall Collapse,5700,1970,Spring
EVER,Everest,Tshering Tarke Sherpa,Apr 05,07:00,Nepal,M,50,No,.,Icefall Collapse,5700,1970,Spring
EVER,Everest,"Kyak Tsering Sherpa (Namche Bazar, Khumbu)",Apr 09,07:20,Nepal,M,30,No,.,Icefall Collapse,5525,1970,Spring
EVER,Everest,Kyoshi Narita,Apr 21,20:45,Japan,M,28,No,.,AMS,6150,1970,Spring
EVER,Everest,Harsh Vardhan Bahuguna,Apr 18,18:00,India,M,32,No,.,Exposure/Frostbite,6800,1971,Spring
EVER,Everest,Tony Tighe,Nov 16,13:00,Australia,M,0,No,.,Crevasse,5900,1972,Autumn
EVER,Everest,"Jangbu Sherpa (Namche Bazar, Khumbu)",Oct 12,Unknown,Nepal,M,28,No,.,Avalanche,6900,1973,Autumn
EVER,Everest,Gerard Devouassoux,Sep 09,19:10,France,M,34,No,.,Avalanche,6400,1974,Autumn
EVER,Everest,Lhakpa Sherpa (Dolakha),Sep 09,19:10,Nepal,M,0,No,.,Avalanche,6400,1974,Autumn
EVER,Everest,"Nawang Lotuk Sherpa (Thami, Khumbu)",Sep 09,19:10,Nepal,M,0,No,.,Avalanche,6400,1974,Autumn
EVER,Everest,"Nima Wangchu Sherpa (Thami, Khumbu)",Sep 09,19:10,Nepal,M,0,No,.,Avalanche,5800,1974,Autumn
EVER,Everest,"Pemba Dorje Sherpa (Namche Bazar, Khumbu)",Sep 09,19:10,Nepal,M,24,No,.,Avalanche,6400,1974,Autumn
EVER,Everest,"Sanu Wangel Sherpa (Taksindu, Solukhumbu)",Sep 09,19:10,Nepal,M,0,No,.,Avalanche,6400,1974,Autumn
EVER,Everest,Zong-Yue Guo,May 04,Unknown,China,M,0,Y,.,Fall,8100,1975,Spring
EVER,Everest,"Mingma Nuru Sherpa (Khunde, Khumbu)",Aug 23,Unknown,Nepal,M,0,No,.,Other,5000,1975,Autumn
EVER,Everest,Michael (Mick) Burke,Sep 26,14:00,UK,M,34,Y,.,Fall,8800,1975,Autumn
EVER,Everest,Terry Thompson,Apr 10,17:00,UK,M,39,No,.,Crevasse,6600,1976,Spring
EVER,Everest,Ming-Ji Shi,Dec 31,Unknown,China,M,0,.,.,AMS,5700,1978,Spring
EVER,Everest,"Dawa Nuru Sherpa (Thami, Khumbu)",Apr 18,13:45,Nepal,M,22,No,.,Icefall Collapse,5800,1978,Spring
EVER,Everest,"Ang Phu Sherpa (Khumjung, Khumbu)",May 16,07:30,Nepal,M,28,Y,Y,Fall,7600,1979,Spring
EVER,Everest,Raymond Edward (Ray) Genet,Oct 03,Unknown,USA,M,48,Y,Y,Exhaustion,8000,1979,Autumn
EVER,Everest,Hannelore Schmatz,Oct 03,07:00,W Germany,F,39,Y,Y,Exhaustion,8350,1979,Autumn
EVER,Everest,Nima Tashi ,Oct 12,Unknown,China,M,0,No,.,Avalanche,6800,1979,Autumn
EVER,Everest,San Luo,Oct 12,Unknown,China,M,0,No,.,Avalanche,6800,1979,Autumn
EVER,Everest,Hong-Bao Wang,Oct 12,Unknown,China,M,0,No,.,Avalanche,6800,1979,Autumn
EVER,Everest,Akira Ube,May 02,Unknown,Japan,M,31,Y,.,Avalanche,8300,1980,Spring
EVER,Everest,Nawang Kersang Sherpa,Sep 06,06:00,Nepal,M,0,No,.,Icefall Collapse,5700,1980,Autumn
EVER,Everest,Mario (Franco) Piana,Sep 22,10:30,Italy,M,37,No,.,Avalanche,6400,1980,Autumn
EVER,Everest,Noboru Takenaka,Jan 12,10:00,Japan,M,28,No,.,Fall,6800,1980,Winter
EVER,Everest,Mary Francis (Marty) Hoey,May 15,17:30,USA,F,30,No,.,Fall,7950,1982,Spring
EVER,Everest,Peter David Boardman,May 17,Unknown,UK,M,31,No,.,Disappearance,8230,1982,Spring
EVER,Everest,Joseph Thomas (Joe) Tasker,May 17,Unknown,UK,M,34,No,.,Disappearance,8230,1982,Spring
EVER,Everest,"Ang Chuldin Sherpa (Khumjung, Khumbu)",Aug 31,05:30,Nepal,M,20,No,.,Avalanche,5600,1982,Autumn
EVER,Everest,"Dawa Dorje Sherpa (Thami, Khumbu)",Aug 31,05:30,Nepal,M,42,No,.,Avalanche,5600,1982,Autumn
EVER,Everest,"Pasang Sana Sherpa (Khunde, Khumbu)",Aug 31,05:30,Nepal,M,30,No,.,Avalanche,5600,1982,Autumn
EVER,Everest,George Blair Griffiths,Sep 02,09:00,Canada,M,33,No,.,Icefall Collapse,5800,1982,Autumn
EVER,Everest,"Lhakpa Tshering Sherpa (Namche Bazar, Khumbu)",Sep 27,13:30,Nepal,M,38,.,.,AMS,6770,1982,Autumn
EVER,Everest,Nima Dorje Sherpa,Oct 14,10:30,Nepal,M,22,Y,.,Fall,8300,1982,Autumn
EVER,Everest,Yasuo Kato,Dec 28,Unknown,Japan,M,33,Y,Y,Fall,8800,1982,Winter
EVER,Everest,Toshiaki Kobayashi,Dec 28,Unknown,Japan,M,34,Y,.,Fall,8800,1982,Winter
EVER,Everest,Pasang Temba Sherpa,Oct 08,17:00,Nepal,M,0,No,.,Fall,8600,1983,Autumn
EVER,Everest,Hironobu Kamuro,Oct 08,18:00,Japan,M,31,No,Y,Fall,8800,1983,Autumn
EVER,Everest,Hiroshi Yoshino,Oct 09,06:30,Japan,M,33,No,Y,Fall,8800,1983,Autumn
EVER,Everest,"Ang Rinji Sherpa (Rimijung (Phakding), Khumbu)",Mar 26,08:08,Nepal,M,49,No,.,Avalanche,5600,1984,Spring
EVER,Everest,Jangbir Rai,Mar 28,Unknown,Nepal,M,0,No,.,AMS,4900,1984,Spring
EVER,Everest,Anthony Mark (Tony) Swierzy,Apr 03,06:15,UK,M,27,No,.,Avalanche,6500,1984,Spring
EVER,Everest,Christo Ivanov Prodanov,Apr 21,Unknown,Bulgaria,M,41,No,Y,Exposure/Frostbite,8600,1984,Spring
EVER,Everest,Craig Rupert Nottle,Oct 09,07:30,Australia,M,23,No,.,Fall,8140,1984,Autumn
EVER,Everest,William Robert (Fred) From,Oct 09,08:30,Australia,M,28,No,.,Fall,8140,1984,Autumn
EVER,Everest,Jozef Psotka,Oct 15,Unknown,Czechoslovakia,M,50,No,Y,Fall,7900,1984,Autumn
EVER,Everest,"Ang Dorje Sherpa (Thamo, Khumbu)",Oct 24,10:00,Nepal,M,35,No,.,Fall,8400,1984,Autumn
EVER,Everest,Yogendra Bahadur Thapa,Oct 24,10:00,Nepal,M,36,Y,.,Fall,8400,1984,Autumn
EVER,Everest,Juanjo Navarro,May 12,Unknown,Spain,M,0,No,.,Fall,7500,1985,Spring
EVER,Everest,Shinichi Ishii,Sep 17,Unknown,Japan,M,33,.,.,Avalanche,6900,1985,Autumn
EVER,Everest,Kiran Inder Kumar,Oct 07,15:30,India,M,40,Y,.,Fall,8500,1985,Autumn
EVER,Everest,Jai Bahaguna,Oct 10,Unknown,India,M,37,Y,.,Exposure/Frostbite,7900,1985,Autumn
EVER,Everest,Ranmit Singh Bakshi,Oct 10,Unknown,India,M,24,Y,.,Exposure/Frostbite,7950,1985,Autumn
EVER,Everest,Vijay Pal Singh Negi,Oct 10,Unknown,India,M,28,Y,.,Exposure/Frostbite,7900,1985,Autumn
EVER,Everest,Maddirati Uday Bhaskar Rao,Oct 10,Unknown,India,M,24,Y,.,Exposure/Frostbite,7900,1985,Autumn
EVER,Everest,Victor-Hugo Trujillo,Aug 16,Unknown,Chile,M,22,.,.,Fall,7000,1986,Summer
EVER,Everest,Simon Burkhardt,Sep 28,Unknown,Switzerland,M,51,Y,.,Avalanche,7500,1986,Autumn
EVER,Everest,Gyalu Sherpa,Oct 04,Unknown,Nepal,M,25,No,.,Icefall Collapse,5700,1986,Autumn
EVER,Everest,"Dawa Norbu Sherpa (Yilajung, Khumbu)",Oct 17,Unknown,Nepal,M,29,No,.,Avalanche,6600,1986,Autumn
EVER,Everest,Tsuttin Dorji Sherpa,Jan 30,Unknown,Nepal,M,21,.,.,Fall,7500,1986,Winter
EVER,Everest,Roger Gough Marshall,May 21,10:00,Canada,M,45,No,.,Fall,6400,1987,Spring
EVER,Everest,Masao Yokoyama,Sep 02,Unknown,Japan,M,0,No,.,Other,5400,1987,Autumn
EVER,Everest,Mangal Singh (Nima) Tamang,Oct 20,Unknown,Nepal,M,30,No,.,Avalanche,5800,1987,Autumn
EVER,Everest,Hidetaka Mizukoshi,Apr 21,10:00,Japan,M,48,No,.,AMS,5350,1988,Spring
EVER,Everest,Michel Parmentier,Sep 20,Unknown,France,M,38,No,.,Exposure/Frostbite,7700,1988,Autumn
EVER,Everest,Narayan Kumar Shrestha,Sep 21,06:15,Nepal,M,28,No,.,Avalanche,7270,1988,Autumn
EVER,Everest,Lhakpa Sonam Sherpa (Makalu-Barun),Oct 13,Unknown,Nepal,M,30,Y,Y,Fall,8500,1988,Autumn
EVER,Everest,"Pasang Temba Sherpa (Makalu-Barun (or Khumjung, Khumbu?))",Oct 13,Unknown,Nepal,M,30,Y,.,Fall,8700,1988,Autumn
EVER,Everest,Dusan Becik,Oct 17,17:30,Czechoslovakia,M,34,No,.,Fall,8300,1988,Autumn
EVER,Everest,Peter Bozik,Oct 17,17:30,Czechoslovakia,M,34,No,.,Fall,8300,1988,Autumn
EVER,Everest,Jaroslav Jasko,Oct 17,17:30,Czechoslovakia,M,26,No,.,Fall,8300,1988,Autumn
EVER,Everest,Jozef Just,Oct 17,17:30,Czechoslovakia,M,33,No,Y,Fall,8300,1988,Autumn
EVER,Everest,"Lhakpa Dorje (Ang Lhakpa) Sherpa (Khunde, Khumbu)",Dec 23,08:00,Nepal,M,29,Y,.,Fall,8700,1988,Winter
EVER,Everest,Dimitar Ilievski,May 10,20:00,Yugoslavia,M,35,Y,Y,Fall,8500,1989,Spring
EVER,Everest,"Phu Dorje Sherpa (Pangboche, Khumbu)",May 16,16:00,Nepal,M,26,Y,Y,Fall,8600,1989,Spring
EVER,Everest,Eugeniusz (Genek) Chrobak,May 27,13:00,Poland,M,49,Y,Y,Avalanche,6000,1989,Spring
EVER,Everest,Miroslaw Falco-Dasal,May 27,13:00,Poland,M,36,Y,.,Avalanche,6000,1989,Spring
EVER,Everest,Miroslaw Gardzielewski,May 27,13:00,Poland,M,35,Y,.,Avalanche,6000,1989,Spring
EVER,Everest,Zygmunt Andrzej (Zyga) Heinrich,May 27,13:00,Poland,M,51,No,.,Avalanche,6000,1989,Spring
EVER,Everest,Waclaw Otreba,May 27,13:00,Poland,M,41,No,.,Avalanche,6000,1989,Spring
EVER,Everest,"Ang Phinjo Sherpa (Khumjung, Khumbu)",Dec 12,15:05,Nepal,M,42,No,.,AMS,6500,1989,Winter
EVER,Everest,Rafael Gomez-Menor Palacios,Sep 12,Unknown,Spain,M,24,Y,.,Avalanche,6900,1990,Autumn
EVER,Everest,Badri Nath,Sep 12,Unknown,Nepal,M,0,Y,.,Avalanche,6900,1990,Autumn
EVER,Everest,Ang Sona Sherpa,Sep 12,Unknown,Nepal,M,0,Y,.,Avalanche,6900,1990,Autumn
EVER,Everest,Sang-Hun Ham,Oct 07,17:00,S Korea,M,27,Y,.,Fall,8700,1990,Autumn
EVER,Everest,Ruediger Lang,May 04,Unknown,Germany,M,35,No,.,Exposure/Frostbite,7900,1991,Spring
EVER,Everest,Junichi Futagami,May 27,13:30,Japan,M,39,Y,Y,Fall,8830,1991,Spring
EVER,Everest,Raymond Jacob,May 02,06:00,India,M,26,Y,.,Exposure/Frostbite,7900,1992,Spring
EVER,Everest,Deepak Kulkarni,May 02,06:00,India,M,31,No,.,Exposure/Frostbite,7800,1992,Spring
EVER,Everest,"Subba Singh Tamang (Sigadi, Thulo Parsel, Kavre)",May 11,Unknown,Nepal,M,43,No,.,AMS,5350,1992,Spring
EVER,Everest,Sher Singh,May 22,16:00,India,M,0,No,.,Crevasse,5500,1992,Spring
EVER,Everest,Manabu Hoshi,May 23,Unknown,Japan,M,28,Y,.,Fall,8300,1992,Spring
EVER,Everest,Nun Thapa,Dec 31,Unknown,Nepal,M,0,No,.,AMS,4270,1992,Autumn
EVER,Everest,Ang Gyalzen Sherpa,Sep 09,Unknown,Nepal,M,41,No,.,Other,0,1992,Autumn
EVER,Everest,Ang Tshering Sherpa,Jan 15,Unknown,Nepal,M,0,No,.,Crevasse,6300,1992,Winter
EVER,Everest,"Pasang Lhamu Sherpa (Surke, Khumbu & Kathmandu)",Apr 23,07:30,Nepal,F,30,Y,Y,Exhaustion,8750,1993,Spring
EVER,Everest,"Sonam Tshering Sherpa (Beding, Dolakha)",Apr 23,07:30,Nepal,M,33,Y,Y,Fall,8750,1993,Spring
EVER,Everest,Lobsang Tshering Bhotia,May 10,Unknown,India,M,40,Y,Y,Fall,8600,1993,Spring
EVER,Everest,Won-Woo Nam,May 17,Unknown,S Korea,M,27,No,.,Fall,7800,1993,Spring
EVER,Everest,Jin-Seob An,May 17,09:30,S Korea,M,25,Y,Y,Fall,7600,1993,Spring
EVER,Everest,Karl Gordon Henize,Oct 05,Unknown,USA,M,66,No,.,AMS,6000,1993,Autumn
EVER,Everest,Antonio Miranda,Oct 07,Unknown,Spain,M,35,Y,.,Fall,8300,1993,Autumn
EVER,Everest,Prem Thapa,Apr 06,Unknown,Nepal,M,0,No,.,AMS,5150,1994,Spring
EVER,Everest,Fang-Fang (Norman) Shih,May 09,12:00,Taiwan,M,27,Y,Y,Exhaustion,8700,1994,Spring
EVER,Everest,Giuseppe Vigani,May 15,Unknown,Italy,M,43,Y,.,Fall,8000,1994,Spring
EVER,Everest,Michael Anthony Rheinberger,May 27,Unknown,Australia,M,53,Y,Y,Exhaustion,8680,1994,Spring
EVER,Everest,"Mingma Norbu/Nuru Sherpa (Beding, Dolakha)",Sep 12,12:00,Nepal,M,24,No,.,Avalanche,6750,1994,Autumn
EVER,Everest,Kami Rita Sherpa,May 06,Unknown,Nepal,M,22,No,.,Fall,7100,1995,Spring
EVER,Everest,Xavier Lamas Miralles,Dec 31,Unknown,Spain,M,32,No,.,Avalanche,0,1995,Autumn
EVER,Everest,"Lhakpa Nuru Sherpa (Kharikhola, Solukhumbu)",Sep 10,Unknown,Nepal,M,30,No,.,Avalanche,6900,1995,Autumn
EVER,Everest,"Jangbu Sherpa (Nele (Paphlu), Solukhumbu)",Oct 14,Unknown,Nepal,M,28,Y,Y,Fall,8800,1995,Autumn
EVER,Everest,"Nawang Dorje Sherpa (Rolwaling, Dolakha)",Apr 23,Unknown,Nepal,M,0,No,.,AMS,6450,1996,Spring
EVER,Everest,Yu-Nan Chen,May 09,06:00,Taiwan,M,36,Y,.,Fall,7200,1996,Spring
EVER,Everest,Douglas (Doug) Hansen,May 10,Unknown,USA,M,46,Y,Y,Exposure/Frostbite,8700,1996,Spring
EVER,Everest,Andrew Michael (Andy) Harris,May 10,Unknown,New Zealand,M,31,Y,Y,Fall,8400,1996,Spring
EVER,Everest,Dorje Morup ,May 11,Unknown,India,M,47,Y,Y,Exposure/Frostbite,8680,1996,Spring
EVER,Everest,Tsewang Paljor ,May 11,Unknown,India,M,28,Y,Y,Exposure/Frostbite,8550,1996,Spring
EVER,Everest,Tsewang Smanla,May 11,Unknown,India,M,38,Y,Y,Exposure/Frostbite,8700,1996,Spring
EVER,Everest,Yasuko Namba,May 11,03:00,Japan,F,47,Y,Y,Exposure/Frostbite,7900,1996,Spring
EVER,Everest,Scott Eugene Fischer,May 11,12:00,USA,M,40,Y,Y,Exposure/Frostbite,8400,1996,Spring
EVER,Everest,Robert Edwin (Rob) Hall,May 11,17:00,New Zealand,M,35,Y,Y,Exposure/Frostbite,8700,1996,Spring
EVER,Everest,Reinhard Wlasich,May 19,01:45,Austria,M,45,Y,.,AMS,8250,1996,Spring
EVER,Everest,Bruce Herrod,May 25,18:00,UK,M,37,Y,Y,Fall,8750,1996,Spring
EVER,Everest,Yves Bouchon,Sep 21,Unknown,France,M,47,No,.,Avalanche,7800,1996,Autumn
EVER,Everest,"Dawa Sherpa (Salleri, Solukhumbu)",Sep 21,Unknown,Nepal,M,35,No,.,Avalanche,7800,1996,Autumn
EVER,Everest,"Lobsang Jangbu Sherpa (Beding, Dolakha)",Sep 21,Unknown,Nepal,M,25,No,.,Avalanche,7800,1996,Autumn
EVER,Everest,Malcolm (Mal) Duff,Apr 22,Unknown,UK,M,43,No,.,AMS,5350,1997,Spring
EVER,Everest,"Nima Rinji Sherpa (Lokhim, Solukhumbu)",May 06,Unknown,Nepal,M,30,No,.,Fall,7600,1997,Spring
EVER,Everest,Nikolai Chevtchenko,May 07,Unknown,Russia,M,52,Y,Y,Exposure/Frostbite,8700,1997,Spring
EVER,Everest,Ivan Plotnikov,May 07,Unknown,Russia,M,36,Y,Y,Exposure/Frostbite,8700,1997,Spring
EVER,Everest,"Mingmar (Mingma) Tamang (Chimding, Kerung, Solukhumbu)",May 07,Unknown,Nepal,M,35,Y,.,Fall,8500,1997,Spring
EVER,Everest,Alexandre Torochin,May 07,14:00,Russia,M,45,Y,.,Fall,8500,1997,Spring
EVER,Everest,Peter Andreas Kowalzik,May 08,Unknown,Germany,M,29,No,.,Disappearance,8560,1997,Spring
EVER,Everest,"Tenzing Nuru Sherpa (Yilajung (Thami), Khumbu)",May 25,Unknown,Nepal,M,27,Y,Y,Fall,8800,1997,Spring
EVER,Everest,Byung-Soo Choi,Sep 08,Unknown,S Korea,M,33,No,.,Avalanche,6800,1997,Autumn
