peak_id,peak_name,name,date,time,citizenship,gender,age,is_o2_used,died_on_descent,host_country,year,season
ACHN,Aichyn,Kaya Ko,Sep 03,13:15,Japan,F,23,No,.,Nepal,2015,Aut
ACHN,Aichyn,Yuma Ono,Sep 03,13:15,Japan,M,19,No,.,Nepal,2015,Aut
ACHN,Aichyn,Shintaro Saito,Sep 03,13:15,Japan,M,25,No,.,Nepal,2015,Aut
ACHN,Aichyn,Hiroki (Yuki) Senda,Sep 03,13:15,Japan,M,23,No,.,Nepal,2015,Aut
ACHN,Aichyn,Yuto Tamaki,Sep 03,13:15,Japan,M,22,No,.,Nepal,2015,Aut
ACHN,Aichyn,"Rajan Lama Bhote (Hatiya-1, Makalu-Barun)",Sep 25,13:30,Nepal,M,28,No,.,Nepal,2015,Aut
ACHN,Aichyn,Jean-Paul Emole Gabriel Charpentier,Sep 25,13:30,France,M,60,No,.,Nepal,2015,Aut
ACHN,Aichyn,Pierre Robert Roger Derieux,Sep 25,13:30,France,M,50,No,.,Nepal,2015,Aut
ACHN,Aichyn,Paul Marc (Paulo) Grobel,Sep 25,13:30,France,M,58,No,.,Nepal,2015,Aut
ACHN,Aichyn,Dhan Bahadur Magar,Sep 25,13:30,Nepal,M,29,No,.,Nepal,2015,Aut
ACHN,Aichyn,Hughes Alain Jacques Marie Riverieulx de Varax,Sep 25,13:30,France,M,56,No,.,Nepal,2015,Aut
AMAD,Ama Dablam,Barry Chapman Bishop,Mar 13,14:00,USA,M,29,No,.,Nepal,1961,Spr
AMAD,Ama Dablam,Michael Bedford Gill,Mar 13,14:00,New Zealand,M,23,No,.,Nepal,1961,Spr
AMAD,Ama Dablam,Walter S. (Wally) Romanes,Mar 13,14:00,New Zealand,M,29,No,.,Nepal,1961,Spr
AMAD,Ama Dablam,Michael Phelps Ward,Mar 13,14:00,UK,M,35,No,.,Nepal,1961,Spr
AMAD,Ama Dablam,Jan Anders Martin Boysen,Apr 22,17:00,W Germany,M,37,No,.,Nepal,1979,Spr
AMAD,Ama Dablam,David Finlay Breashears,Apr 22,17:00,USA,M,23,No,.,Nepal,1979,Spr
AMAD,Ama Dablam,Thomas McCallay (Tom) Frost,Apr 22,17:00,USA,M,42,No,.,Nepal,1979,Spr
AMAD,Ama Dablam,Greg Lowe,Apr 22,17:00,USA,M,30,No,.,Nepal,1979,Spr
AMAD,Ama Dablam,Jeff Lowe,Apr 22,17:00,USA,M,28,No,.,Nepal,1979,Spr
AMAD,Ama Dablam,Peter Pilafian,Apr 22,17:00,USA,M,35,No,.,Nepal,1979,Spr
AMAD,Ama Dablam,"Lhakpa Dorje Sherpa (Khunde, Khumbu)",Apr 22,17:00,Nepal,M,23,No,.,Nepal,1979,Spr
AMAD,Ama Dablam,Jonathan Wright,Apr 22,17:00,USA,M,26,No,.,Nepal,1979,Spr
AMAD,Ama Dablam,Doug Robinson,Apr 25,15:00,USA,M,33,No,.,Nepal,1979,Spr
AMAD,Ama Dablam,John Wasson,Apr 25,15:00,USA,M,29,No,.,Nepal,1979,Spr
AMAD,Ama Dablam,Jeff Lowe,Apr 30,13:00,USA,M,28,No,.,Nepal,1979,Spr
AMAD,Ama Dablam,Francois Chaud,Oct 21,,France,M,34,No,.,Nepal,1979,Aut
AMAD,Ama Dablam,Gerard Estienne,Oct 21,,France,M,31,No,.,Nepal,1979,Aut
AMAD,Ama Dablam,Yvan Estienne,Oct 21,,France,M,28,No,.,Nepal,1979,Aut
AMAD,Ama Dablam,Jean Francois Manificat,Oct 21,,France,M,29,No,.,Nepal,1979,Aut
AMAD,Ama Dablam,Raymond Renaud,Oct 21,,France,M,37,No,.,Nepal,1979,Aut
AMAD,Ama Dablam,Marc Salomez,Oct 21,,France,M,28,No,.,Nepal,1979,Aut
AMAD,Ama Dablam,Bruno Soleymieux,Oct 21,,France,M,31,No,.,Nepal,1979,Aut
AMAD,Ama Dablam,Jangbu Sherpa,Oct 22,,Nepal,M,0,No,.,Nepal,1979,Aut
AMAD,Ama Dablam,Lhakpa Norbu Sherpa (Solukhumbu),Oct 22,,Nepal,M,0,No,.,Nepal,1979,Aut
AMAD,Ama Dablam,Norbu Jangbu Sherpa,Oct 22,,Nepal,M,0,No,.,Nepal,1979,Aut
AMAD,Ama Dablam,Louis Audoubert,Oct 23,,France,M,44,No,.,Nepal,1979,Aut
AMAD,Ama Dablam,Claude Belli,Oct 23,,France,M,29,No,.,Nepal,1979,Aut
AMAD,Ama Dablam,Bernard Charbonnel,Oct 23,,France,M,36,No,.,Nepal,1979,Aut
AMAD,Ama Dablam,Francois Chaud,Oct 23,,France,M,34,No,.,Nepal,1979,Aut
AMAD,Ama Dablam,Daniel Collot,Oct 23,,France,M,25,No,.,Nepal,1979,Aut
AMAD,Ama Dablam,Michel Drapier,Oct 23,,France,M,35,No,.,Nepal,1979,Aut
AMAD,Ama Dablam,Raymond Renaud,Oct 23,,France,M,37,No,.,Nepal,1979,Aut
AMAD,Ama Dablam,Daniel Bovero,Oct 24,,France,M,34,No,.,Nepal,1979,Aut
AMAD,Ama Dablam,Bernard Charbonnel,Oct 24,,France,M,36,No,.,Nepal,1979,Aut
AMAD,Ama Dablam,Raymond Renaud,Oct 24,,France,M,37,No,.,Nepal,1979,Aut
AMAD,Ama Dablam,Russell Reginald Brice,Oct 18,11:30,New Zealand,M,28,No,.,Nepal,1980,Aut
AMAD,Ama Dablam,William C. (Paddy) Freaney,Oct 18,11:30,New Zealand,M,41,No,.,Nepal,1980,Aut
AMAD,Ama Dablam,Graham Bruce Elder,Oct 21,,New Zealand,M,33,No,.,Nepal,1980,Aut
AMAD,Ama Dablam,Robert Edwin (Rob) Hall,Oct 21,,New Zealand,M,19,No,.,Nepal,1980,Aut
AMAD,Ama Dablam,William (Bill) King,Oct 21,,New Zealand,M,27,No,.,Nepal,1980,Aut
AMAD,Ama Dablam,Hisao Fukushima,Nov 08,,Japan,M,29,No,.,Nepal,1980,Aut
AMAD,Ama Dablam,Masaaki Tomita,Nov 08,,Japan,M,24,No,.,Nepal,1980,Aut
AMAD,Ama Dablam,Yasuji Kato,Nov 09,,Japan,M,31,No,.,Nepal,1980,Aut
AMAD,Ama Dablam,Tadao Tsuboi,Nov 09,,Japan,M,22,No,.,Nepal,1980,Aut
AMAD,Ama Dablam,Seiji Ogawa,Nov 10,,Japan,M,27,No,.,Nepal,1980,Aut
AMAD,Ama Dablam,Yoshifumi Teranishi,Nov 10,,Japan,M,24,No,.,Nepal,1980,Aut
AMAD,Ama Dablam,Josep Barrachina Perez,Apr 28,,Spain,M,27,No,.,Nepal,1981,Spr
AMAD,Ama Dablam,Emilio Civis Abad,Apr 28,,Spain,M,37,No,.,Nepal,1981,Spr
AMAD,Ama Dablam,Jordi Pons Sangines,Apr 28,,Spain,M,48,No,.,Nepal,1981,Spr
AMAD,Ama Dablam,"Dawa Norbu (Ang Danu) Sherpa (Khunde, Khumbu)",Apr 28,,Nepal,M,21,No,.,Nepal,1981,Spr
AMAD,Ama Dablam,"Lhakpa Dorje Sherpa (Khunde, Khumbu)",Apr 28,,Nepal,M,25,No,.,Nepal,1981,Spr
AMAD,Ama Dablam,"Tenzing Tashi Sherpa (Khumjung, Khumbu)",Apr 28,,Nepal,M,26,No,.,Nepal,1981,Spr
AMAD,Ama Dablam,Alex Alom Peveda,May 01,12:30,Spain,M,28,No,.,Nepal,1981,Spr
AMAD,Ama Dablam,Ramon Bramona Rams,May 01,12:30,Spain,M,35,No,.,Nepal,1981,Spr
AMAD,Ama Dablam,Jean Robert Clemenson,May 01,12:30,France,M,43,No,.,Nepal,1981,Spr
AMAD,Ama Dablam,Lluis Lopez Leiro,May 01,12:30,Spain,M,23,No,.,Nepal,1981,Spr
AMAD,Ama Dablam,Lincoln Ross Hall,May 15,12:00,Australia,M,25,No,.,Nepal,1981,Spr
AMAD,Ama Dablam,Andrew Henderson,May 15,12:00,Australia,M,25,No,.,Nepal,1981,Spr
AMAD,Ama Dablam,Timothy John Macartney-Snape,May 15,12:00,Australia,M,25,No,.,Nepal,1981,Spr
AMAD,Ama Dablam,Scott Crump Johnston,Oct 05,,USA,M,28,No,.,Nepal,1981,Aut
AMAD,Ama Dablam,John Michaud,Oct 05,,USA,M,34,No,.,Nepal,1981,Aut
AMAD,Ama Dablam,John Tuckey,Oct 05,,USA,M,31,No,.,Nepal,1981,Aut
AMAD,Ama Dablam,Gary Robert Neptune,Oct 12,12:00,USA,M,36,No,.,Nepal,1981,Aut
AMAD,Ama Dablam,Stacy Marie Allison,Apr 20,15:30,USA,F,23,No,.,Nepal,1982,Spr
AMAD,Ama Dablam,Susan H. Havens,Apr 20,15:30,USA,F,32,No,.,Nepal,1982,Spr
AMAD,Ama Dablam,Sharon (Shari) Kearney,Apr 20,15:30,USA,F,29,No,.,Nepal,1982,Spr
AMAD,Ama Dablam,Lucylle (Lucy) Smith,Apr 20,15:30,USA,F,30,No,.,Nepal,1982,Spr
AMAD,Ama Dablam,Susan Ann (Sue) Giller,Apr 22,13:30,USA,F,35,No,.,Nepal,1982,Spr
AMAD,Ama Dablam,Jineen (Jini) Griffiths,Apr 22,13:30,USA,F,32,No,.,Nepal,1982,Spr
AMAD,Ama Dablam,Heidi Luedi,Apr 22,13:30,Switzerland,F,35,No,.,Nepal,1982,Spr
AMAD,Ama Dablam,Anne Macquaire,Apr 22,13:30,USA,F,28,No,.,Nepal,1982,Spr
AMAD,Ama Dablam,Arthur Haid,Apr 21,19:30,Austria,M,45,No,.,Nepal,1983,Spr
AMAD,Ama Dablam,Stephan Krismer,Apr 21,19:30,Austria,M,27,No,.,Nepal,1983,Spr
AMAD,Ama Dablam,Andre Georges,Apr 26,12:00,Switzerland,M,29,No,.,Nepal,1983,Spr
AMAD,Ama Dablam,Alain Hubert,Apr 26,12:00,Belgium,M,29,No,.,Nepal,1983,Spr
AMAD,Ama Dablam,Hans Berger,Oct 22,,Switzerland,M,35,No,.,Nepal,1983,Aut
AMAD,Ama Dablam,Rudolf Julier,Oct 22,,Switzerland,M,28,No,.,Nepal,1983,Aut
AMAD,Ama Dablam,Fritz Maurer,Oct 22,,Switzerland,M,37,No,.,Nepal,1983,Aut
AMAD,Ama Dablam,Beat Supersaxo,Oct 22,,Switzerland,M,33,No,.,Nepal,1983,Aut
AMAD,Ama Dablam,Christoph Peter Jezler,Oct 23,,Switzerland,M,43,No,.,Nepal,1983,Aut
AMAD,Ama Dablam,Ruth Sylvia Becker,Oct 25,,Switzerland,F,46,No,.,Nepal,1983,Aut
AMAD,Ama Dablam,Jean-Pierre Cuerel,Oct 25,,Switzerland,M,29,No,.,Nepal,1983,Aut
AMAD,Ama Dablam,Christoph Haueter,Oct 25,,Switzerland,M,22,No,.,Nepal,1983,Aut
AMAD,Ama Dablam,Jean-Pierre Wagnieres,Oct 25,,Switzerland,M,29,No,.,Nepal,1983,Aut
AMAD,Ama Dablam,Stephan Welz,Oct 25,,Switzerland,M,24,No,.,Nepal,1983,Aut
AMAD,Ama Dablam,Ang Kami Sherpa,Oct 26,,Nepal,M,25,No,.,Nepal,1983,Aut
AMAD,Ama Dablam,Joerg Kindschi,Oct 27,,Switzerland,M,28,No,.,Nepal,1983,Aut
AMAD,Ama Dablam,Hans-Peter Reiss,Oct 27,,Switzerland,M,27,No,.,Nepal,1983,Aut
AMAD,Ama Dablam,Liselotte (Lilo) Schmidt,Oct 27,,Switzerland,F,45,No,.,Nepal,1983,Aut
AMAD,Ama Dablam,Joel Coqueugniot,Nov 05,,France,M,37,No,.,Nepal,1983,Aut
AMAD,Ama Dablam,Jean Francois Manificat,Nov 05,,France,M,33,No,.,Nepal,1983,Aut
AMAD,Ama Dablam,Raymond Renaud,Nov 05,,France,M,42,No,.,Nepal,1983,Aut
AMAD,Ama Dablam,Lhakpa Norbu Sherpa,Nov 05,,Nepal,M,31,No,.,Nepal,1983,Aut
AMAD,Ama Dablam,Gerard Vionnet-Fausset,Nov 05,,France,M,29,No,.,Nepal,1983,Aut
AMAD,Ama Dablam,Christian Zaugg,Nov 06,,Switzerland,M,40,No,.,Nepal,1983,Aut
AMAD,Ama Dablam,Mario Paffumi,Nov 07,,France,M,46,No,.,Nepal,1983,Aut
AMAD,Ama Dablam,Pasang Dawa Sherpa,Nov 07,,Nepal,M,0,No,.,Nepal,1983,Aut
AMAD,Ama Dablam,Christian Legay,Nov 08,,France,M,40,No,.,Nepal,1983,Aut
AMAD,Ama Dablam,Monique Templier,Nov 08,,France,F,34,No,.,Nepal,1983,Aut
AMAD,Ama Dablam,Christian Fremont,Nov 09,,France,M,40,No,.,Nepal,1983,Aut
AMAD,Ama Dablam,Lhakpa Norbu Sherpa,Nov 09,,Nepal,M,31,No,.,Nepal,1983,Aut
AMAD,Ama Dablam,Jean-Jacques Triadou,Nov 09,,France,M,37,No,.,Nepal,1983,Aut
AMAD,Ama Dablam,Sun-Woo Nam,Dec 05,11:50,S Korea,M,28,No,.,Nepal,1983,Win
AMAD,Ama Dablam,Byung-Gil Lim,Dec 06,11:00,S Korea,M,27,No,.,Nepal,1983,Win
AMAD,Ama Dablam,Young-Soo Kim,Dec 06,11:10,S Korea,M,35,No,.,Nepal,1983,Win
AMAD,Ama Dablam,Naoe Sakashita,May 03,14:20,Japan,M,37,No,.,Nepal,1984,Spr
AMAD,Ama Dablam,Carlo Alde,Apr 23,,Italy,M,20,No,.,Nepal,1985,Spr
AMAD,Ama Dablam,Casimiro Ferrari,Apr 23,,Italy,M,44,No,.,Nepal,1985,Spr
AMAD,Ama Dablam,Gianni Bruno Lambardini,Apr 23,,Italy,M,40,No,.,Nepal,1985,Spr
AMAD,Ama Dablam,Giuliano Maresi,Apr 23,,Italy,M,45,No,.,Nepal,1985,Spr
AMAD,Ama Dablam,Mario Luciano Panzeri,Apr 23,,Italy,M,20,No,.,Nepal,1985,Spr
AMAD,Ama Dablam,Danilo Valsecchi,Apr 23,,Italy,M,25,No,.,Nepal,1985,Spr
AMAD,Ama Dablam,Masayuki Ariake,May 02,10:20,Japan,M,27,No,.,Nepal,1985,Spr
AMAD,Ama Dablam,Naoe Sakashita,May 02,10:20,Japan,M,38,No,.,Nepal,1985,Spr
AMAD,Ama Dablam,Makoto Ishibashi,May 03,,Japan,M,32,No,Y,Nepal,1985,Spr
AMAD,Ama Dablam,Haruo Toyoda,May 03,,Japan,M,27,No,.,Nepal,1985,Spr
AMAD,Ama Dablam,Mauro Bernardi,Oct 30,,Italy,M,28,No,.,Nepal,1985,Aut
AMAD,Ama Dablam,Stefan Kehrer,Oct 30,,Italy,M,30,No,.,Nepal,1985,Aut
AMAD,Ama Dablam,Francesco (Franz) Stufsslesser,Oct 30,,Italy,M,39,No,.,Nepal,1985,Aut
AMAD,Ama Dablam,Maximilian-Horst Fankhauser,Oct 31,,Austria,M,41,No,.,Nepal,1985,Aut
AMAD,Ama Dablam,Wolfgang Nairz,Oct 31,,Austria,M,40,No,.,Nepal,1985,Aut
AMAD,Ama Dablam,Josef Oberauer,Oct 31,,Austria,M,28,No,.,Nepal,1985,Aut
AMAD,Ama Dablam,Walter Stern,Oct 31,,Austria,M,34,No,.,Nepal,1985,Aut
AMAD,Ama Dablam,Wolfgang Strickner,Oct 31,,Austria,M,33,No,.,Nepal,1985,Aut
AMAD,Ama Dablam,Erik Decamp,Nov 02,,France,M,31,No,.,Nepal,1985,Aut
AMAD,Ama Dablam,Andre Leveque,Nov 02,,France,M,31,No,.,Nepal,1985,Aut
AMAD,Ama Dablam,Hermann Comploj,Nov 03,,Italy,M,28,No,.,Nepal,1985,Aut
AMAD,Ama Dablam,Vincenzo Runngaldier,Nov 03,,Italy,M,44,No,.,Nepal,1985,Aut
AMAD,Ama Dablam,Roger Gough Marshall,Nov 04,,Canada,M,44,No,.,Nepal,1985,Aut
AMAD,Ama Dablam,Hooman Nmi Aprin,Nov 07,,USA,M,39,No,.,Nepal,1985,Aut
AMAD,Ama Dablam,Peter George (Pete) Athans,Nov 07,,USA,M,28,No,.,Nepal,1985,Aut
AMAD,Ama Dablam,Randal R. (Randy) Harrington,Nov 07,,USA,M,27,No,.,Nepal,1985,Aut
AMAD,Ama Dablam,Martin Zabaleta Larburu,Nov 07,,Spain,M,36,No,.,Nepal,1985,Aut
AMAD,Ama Dablam,Carlos Paltenghe Rockhold Buhler,Dec 07,10:00,USA,M,31,No,.,Nepal,1985,Win
AMAD,Ama Dablam,Michael Kennedy,Dec 07,10:00,Canada,M,33,No,.,Nepal,1985,Win
AMAD,Ama Dablam,Alois Brugger,Apr 15,11:00,Italy,M,26,No,.,Nepal,1986,Spr
AMAD,Ama Dablam,Kurt Walde,Apr 15,11:00,Italy,M,23,No,.,Nepal,1986,Spr
AMAD,Ama Dablam,Miroslav Smid,Oct 11,11:30,Czechoslovakia,M,34,No,.,Nepal,1986,Aut
AMAD,Ama Dablam,Janez Benkovic,Oct 16,11:30,Yugoslavia,M,27,No,.,Nepal,1986,Aut
AMAD,Ama Dablam,Edin Alikalfic,Oct 18,,Yugoslavia,M,26,No,.,Nepal,1986,Aut
AMAD,Ama Dablam,Rudolf (Ruedi) Homberger,Oct 18,,Switzerland,M,46,No,.,Nepal,1986,Aut
AMAD,Ama Dablam,Christian Jaeggi,Oct 18,,Switzerland,M,30,No,.,Nepal,1986,Aut
AMAD,Ama Dablam,Branko Puzak,Oct 19,,Yugoslavia,M,30,No,.,Nepal,1986,Aut
AMAD,Ama Dablam,Pierre Dutrievoz,Oct 22,09:00,France,M,26,No,.,Nepal,1986,Aut
AMAD,Ama Dablam,Pierre-Antoine Hiroz,Oct 22,09:00,Switzerland,M,25,No,.,Nepal,1986,Aut
AMAD,Ama Dablam,Yves Rausis,Oct 22,09:00,Switzerland,M,32,No,.,Nepal,1986,Aut
AMAD,Ama Dablam,Stephane Borgeaud,Oct 26,,Switzerland,M,25,No,.,Nepal,1986,Aut
AMAD,Ama Dablam,Guy Formaz,Oct 26,,Switzerland,M,47,No,.,Nepal,1986,Aut
AMAD,Ama Dablam,Marie Hiroz,Oct 26,,Switzerland,F,32,No,.,Nepal,1986,Aut
AMAD,Ama Dablam,Herman (Chip) Kamin,Apr 17,20:00,USA,M,36,No,.,Nepal,1987,Spr
AMAD,Ama Dablam,David Karl,Apr 17,20:00,USA,M,26,No,.,Nepal,1987,Spr
AMAD,Ama Dablam,Christos Lambris,Apr 17,20:00,Greece,M,25,No,.,Nepal,1987,Spr
AMAD,Ama Dablam,Kostantinos Manalis,Apr 17,20:00,Greece,M,28,No,.,Nepal,1987,Spr
AMAD,Ama Dablam,Nelson Max,Apr 17,20:00,USA,M,43,No,.,Nepal,1987,Spr
AMAD,Ama Dablam,Tenzing Sherpa,Apr 17,20:00,Nepal,M,0,No,.,Nepal,1987,Spr
AMAD,Ama Dablam,Mike Tsoukias,Apr 17,20:00,Greece,M,31,No,.,Nepal,1987,Spr
AMAD,Ama Dablam,Eric Reynolds,Nov 23,12:00,USA,M,35,No,.,Nepal,1987,Win
AMAD,Ama Dablam,Alexander (Sandy) Stewart,Nov 23,12:00,USA,M,35,No,.,Nepal,1987,Win
AMAD,Ama Dablam,Todd Douglas Bibler,Nov 26,10:00,USA,M,35,No,.,Nepal,1987,Win
AMAD,Ama Dablam,Clay Wadman,Nov 26,12:00,USA,M,22,No,.,Nepal,1987,Win
AMAD,Ama Dablam,Ann (Annie) Whitehouse,Nov 26,12:00,USA,F,31,No,.,Nepal,1987,Win
AMAD,Ama Dablam,Bo Belvedere Christensen,Oct 11,,Denmark,M,32,No,.,Nepal,1988,Aut
AMAD,Ama Dablam,Soren Allan Smidt,Oct 11,,Denmark,M,28,No,.,Nepal,1988,Aut
AMAD,Ama Dablam,Henrik Jessen Hansen,Oct 19,10:30,Denmark,M,28,No,.,Nepal,1988,Aut
AMAD,Ama Dablam,Jan Mathorne,Oct 19,10:30,Denmark,M,27,No,.,Nepal,1988,Aut
AMAD,Ama Dablam,Robert Boesch,Oct 24,,Switzerland,M,34,No,.,Nepal,1988,Aut
AMAD,Ama Dablam,Daniel Oehrli,Oct 24,,Switzerland,M,29,No,.,Nepal,1988,Aut
AMAD,Ama Dablam,Jakob (Kobi) Reichen,Oct 24,,Switzerland,M,28,No,.,Nepal,1988,Aut
AMAD,Ama Dablam,Marc Batard,Dec 04,,France,M,37,No,.,Nepal,1988,Win
AMAD,Ama Dablam,Jacques Buret,Dec 04,,France,M,27,No,.,Nepal,1988,Win
AMAD,Ama Dablam,Michel Coutty,Dec 04,,France,M,39,No,.,Nepal,1988,Win
AMAD,Ama Dablam,Daniel Filliol,Dec 04,,France,M,40,No,.,Nepal,1988,Win
AMAD,Ama Dablam,Roger Laot,Dec 04,,France,M,35,No,.,Nepal,1988,Win
AMAD,Ama Dablam,Jean Francois Rouys,Dec 04,,France,M,26,No,.,Nepal,1988,Win
AMAD,Ama Dablam,"Ang Phuri Sherpa (Salleri, Solukhumbu)",Dec 04,,Nepal,M,28,No,.,Nepal,1988,Win
AMAD,Ama Dablam,"Kami Temba Sherpa (Chaurikharka, Khumbu)",Dec 04,,Nepal,M,27,No,.,Nepal,1988,Win
AMAD,Ama Dablam,"Phu Dorje Sherpa (Pangboche, Khumbu)",Dec 04,,Nepal,M,26,No,.,Nepal,1988,Win
AMAD,Ama Dablam,Marc Batard,Dec 06,,France,M,37,No,.,Nepal,1988,Win
AMAD,Ama Dablam,Allain Hirsh,Dec 06,,USA,M,39,No,.,Nepal,1988,Win
AMAD,Ama Dablam,Claude Lebahy,Dec 06,,France,M,29,No,.,Nepal,1988,Win
AMAD,Ama Dablam,Yves LeBissonnais,Dec 06,,France,M,27,No,.,Nepal,1988,Win
AMAD,Ama Dablam,Reine Mouhat,Dec 06,,France,F,43,No,.,Nepal,1988,Win
AMAD,Ama Dablam,Miguel Angel Garcia Gallego,Dec 07,,Spain,M,36,No,.,Nepal,1988,Win
AMAD,Ama Dablam,"Dawa Norbu Sherpa (Yilajung, Khumbu)",Dec 08,,Nepal,M,31,No,.,Nepal,1988,Win
AMAD,Ama Dablam,"Zimba Zangbu Sherpa (Khumjung, Khumbu)",Dec 08,,Nepal,M,30,No,.,Nepal,1988,Win
AMAD,Ama Dablam,Roger Laot,Dec 08,10:00,France,M,35,No,.,Nepal,1988,Win
AMAD,Ama Dablam,Dong-Han Cha,Dec 16,12:50,S Korea,M,24,No,.,Nepal,1988,Win
AMAD,Ama Dablam,Young-Ju Kim,Dec 16,12:50,S Korea,M,29,No,.,Nepal,1988,Win
AMAD,Ama Dablam,Sun-Ki Bong,Dec 17,,S Korea,M,27,No,.,Nepal,1988,Win
AMAD,Ama Dablam,Karl Wilhelm (Kim) Dehn,Oct 22,,W Germany,M,38,No,.,Nepal,1989,Aut
AMAD,Ama Dablam,Guenther Haerter,Oct 22,,W Germany,M,36,No,.,Nepal,1989,Aut
AMAD,Ama Dablam,Peter Konzert,Oct 22,,Austria,M,47,No,.,Nepal,1989,Aut
AMAD,Ama Dablam,Klaus Guertler,Oct 24,,Austria,M,47,No,.,Nepal,1989,Aut
AMAD,Ama Dablam,Wolf Dieter Jarisch,Oct 24,,Austria,M,24,No,.,Nepal,1989,Aut
AMAD,Ama Dablam,Dieter Albin Porsche,Oct 24,,W Germany,M,34,No,.,Nepal,1989,Aut
AMAD,Ama Dablam,Lothar Reiser,Oct 24,,W Germany,M,43,No,.,Nepal,1989,Aut
AMAD,Ama Dablam,Hildegard Wolfsgruber,Oct 24,,Italy,F,30,No,.,Nepal,1989,Aut
AMAD,Ama Dablam,Gilbert (Gil) McCormick,Oct 26,,USA,M,26,No,.,Nepal,1989,Aut
AMAD,Ama Dablam,James (Jim) Nowak,Oct 26,,USA,M,35,No,.,Nepal,1989,Aut
AMAD,Ama Dablam,Gary Charles Ruggera,Oct 26,,USA,M,41,No,.,Nepal,1989,Aut
AMAD,Ama Dablam,John Bernard Woodland,Oct 26,,USA,M,33,No,.,Nepal,1989,Aut
AMAD,Ama Dablam,Jean-Pierre Frachon,Nov 01,,France,M,42,No,.,Nepal,1989,Aut
AMAD,Ama Dablam,Wangel (Ongel) Sherpa (Solukhumbu),Nov 01,,Nepal,M,34,No,.,Nepal,1989,Aut
AMAD,Ama Dablam,Christian Carre,Nov 06,,France,M,39,No,.,Nepal,1989,Aut
AMAD,Ama Dablam,Jean-Pierre Frachon,Nov 06,,France,M,42,No,.,Nepal,1989,Aut
AMAD,Ama Dablam,Bernard Madeuf,Nov 06,,France,M,38,No,.,Nepal,1989,Aut
AMAD,Ama Dablam,"Danu Sherpa (Taksindu, Solukhumbu)",Nov 06,,Nepal,M,30,No,.,Nepal,1989,Aut
AMAD,Ama Dablam,Wangel (Ongel) Sherpa (Solukhumbu),Nov 06,,Nepal,M,34,No,.,Nepal,1989,Aut
AMAD,Ama Dablam,Georges Favre,Nov 08,,France,M,42,No,.,Nepal,1989,Aut
AMAD,Ama Dablam,Vincent Protopopoff,Nov 08,,France,M,28,No,.,Nepal,1989,Aut
AMAD,Ama Dablam,"Kami Tenzi Sherpa (Surke, Khumbu)",Nov 08,,Nepal,M,27,No,.,Nepal,1989,Aut
AMAD,Ama Dablam,Brendan Murphy,Apr 04,18:00,Ireland,M,26,No,.,Nepal,1990,Spr
AMAD,Ama Dablam,Kathryn M. (Kate) Phillips,Apr 04,18:00,UK,F,25,No,.,Nepal,1990,Spr
AMAD,Ama Dablam,Raymond (Ray) Delaney,Apr 12,13:30,UK,M,33,No,.,Nepal,1990,Spr
AMAD,Ama Dablam,Bruce Joseph (Joe) Simpson,Apr 12,13:30,UK,M,29,No,.,Nepal,1990,Spr
AMAD,Ama Dablam,Rainer Bolesch,Oct 22,12:30,Germany,M,29,No,.,Nepal,1990,Aut
AMAD,Ama Dablam,Christian Hug,Oct 23,,Switzerland,M,29,No,.,Nepal,1990,Aut
AMAD,Ama Dablam,Christian-Pierre Portmann,Oct 23,,Switzerland,M,28,No,.,Nepal,1990,Aut
AMAD,Ama Dablam,Peter (Pit) Bolesch,Oct 23,11:00,Germany,M,33,No,.,Nepal,1990,Aut
AMAD,Ama Dablam,Nicholas (Nick) Harper,Oct 24,11:00,UK,M,36,No,.,Nepal,1990,Aut
AMAD,Ama Dablam,Geoffrey Allman,Oct 25,,UK,M,35,No,.,Nepal,1990,Aut
AMAD,Ama Dablam,Alan Bristow,Oct 25,,UK,M,42,No,.,Nepal,1990,Aut
AMAD,Ama Dablam,Tham Bahadur (Tilija) Magar,Oct 25,,Nepal,M,26,No,.,Nepal,1990,Aut
AMAD,Ama Dablam,Kevin Wilson,Oct 25,,UK,M,36,No,.,Nepal,1990,Aut
AMAD,Ama Dablam,Kurt Fritz,Oct 26,,Italy,M,30,No,.,Nepal,1990,Aut
AMAD,Ama Dablam,Eva Maria Bolesch,Oct 26,12:30,Germany,F,26,No,.,Nepal,1990,Aut
AMAD,Ama Dablam,Rainer Bolesch,Oct 26,12:30,Germany,M,29,No,.,Nepal,1990,Aut
AMAD,Ama Dablam,Joerg Zengerle,Oct 26,12:30,Germany,M,27,No,.,Nepal,1990,Aut
AMAD,Ama Dablam,Per Malmsten,Dec 02,,Sweden,M,28,No,.,Nepal,1990,Win
AMAD,Ama Dablam,Magnar Osnes,Dec 02,,Norway,M,36,No,.,Nepal,1990,Win
AMAD,Ama Dablam,Michael Sundberg,Dec 02,,Sweden,M,28,No,.,Nepal,1990,Win
AMAD,Ama Dablam,Carol Gordon McDermott,Dec 04,,New Zealand,M,31,No,.,Nepal,1990,Win
AMAD,Ama Dablam,Conrad Daniel Anker,Dec 08,,USA,M,28,No,.,Nepal,1990,Win
AMAD,Ama Dablam,Christopher D. Noble,Dec 08,,USA,M,35,No,.,Nepal,1990,Win
AMAD,Ama Dablam,Glenn Eugene Dunmire,Dec 21,11:15,USA,M,29,No,.,Nepal,1990,Win
