peak_id,peak_name,host_contries,height_m,height_ft,location,region,climb_status,is_open,is_unlisted,is_trekking,trek_year,first_asc_yr,first_asc_season,first_asc_date,countries,first_summiters
RAMT,Ramtang,Nepal only,6601,21657,Kangchenjunga/Simhalila,Kangchenjunga-Janak,Climbed,1,0,0,0,1930,Spring,May,"Austria, UK","Erwin Schneider, Frank Smythe"
RANI,Rani Peak,Nepal only,6693,21959,Manaslu/Mansiri,Manaslu-Ganesh,Climbed,0,1,0,0,1970,Spring,May 05,"Netherlands, Nepal","Herman Tollenaar, Ang Phurba Sherpa, Mingma Tsering Sherpa, Nima Dorje Sherpa"
RATC,Ratna Chuli,Nepal & China,7035,23081,Peri,Annapurna-Damodar-Peri,Climbed,1,0,0,0,1996,Autumn,Oct 14,"Japan, Nepal","Osamu Tanabe, Santa Bahadur Ale, Katsuhiko Sawada, Durge Bahadur Tamang, Tul Bahadur Tamang"
RATH,Rathong,Nepal & India,6682,21923,Kangchenjunga/Simhalila,Kangchenjunga-Janak,Climbed,1,0,0,0,1964,Autumn,Oct 29,India,"H. P. S. Ahluwalia, Ang Kami Sherpa, Dorje Latoo Sherpa, Nawang Gombu Sherpa"
RAUN,Raungsiyar,Nepal only,6224,20420,Rolwaling,Khumbu-Rolwaling-Makalu,Climbed,1,0,0,0,2015,Autumn,Oct 04,Nepal,"Dawa Gyalje Sherpa, Nima Tenji Sherpa, Tashi Sherpa"
RHIM,Rhimbu,Nepal only,6210,20374,Ganesh/Shringi,Manaslu-Ganesh,Unclimbed,1,0,0,0,0,All,Unknown,Unknown,Unclimbed
RIPI,Ripimo Shar,Nepal & China,6647,21808,Rolwaling,Khumbu-Rolwaling-Makalu,Climbed,1,0,0,0,1952,Spring,May 29,UK,"Tom Bourdillon, Ray Colledge"
ROCN,Roc Noir,Nepal only,7485,24557,Annapurna,Annapurna-Damodar-Peri,Climbed,1,0,0,0,1969,Spring,May 09,W Germany,"Reinhold Obster, Pit Schubert, Karl Winkler"
ROKA,Rokapi,Nepal only,6468,21220,Api/Byas Risi/Guras,Far West-Kanjiroba,Climbed,1,0,0,0,1977,Autumn,Oct 10,UK,"Thomas Herley, Kelvin McLane"
ROLK,Rolwaling Kang,Nepal only,6664,21864,Rolwaling,Khumbu-Rolwaling-Makalu,Climbed,1,0,0,0,2016,Autumn,Oct 19,Japan,"Yasuhiro Hanatani, Yuichiro Iida, Maho Ishio, Yohei Kayama, Keisuke Tsunoda, Takuya Yoshikawa"
ROLM,Rolmi,Nepal only,6056,19869,Ganesh/Shringi,Manaslu-Ganesh,Climbed,1,0,0,0,2017,Autumn,Oct 01,Nepal,"Narendra Shahi, Iman Gurung, Samir Gurung"
ROMA,Roma,Nepal only,5407,17740,Saipal,Far West-Kanjiroba,Unclimbed,1,0,0,0,0,All,Unknown,Unknown,Unclimbed?
SAIE,Saipal East Humla,Nepal only,6925,22720,Saipal,Far West-Kanjiroba,Climbed,1,0,0,0,1990,Autumn,Oct 26,"Switzerland, Nepal","Jacques Montaz, Tendi Sherpa"
SAIP,Saipal,Nepal only,7030,23064,Saipal,Far West-Kanjiroba,Climbed,1,0,0,0,1963,Autumn,Oct 21,"Japan, Nepal","Katsuotoshi Hirabayashi, Pasang Phutar Sherpa (I)"
SALD,Saldim,Nepal & China,6374,20912,Makalu,Khumbu-Rolwaling-Makalu,Unclimbed,1,0,0,0,0,All,Unknown,Unknown,Unclimbed
SALW,Saldim West,Nepal & China,6388,20958,Makalu,Khumbu-Rolwaling-Makalu,Climbed,1,0,0,0,2016,Autumn,Nov 01,Romania,"Vlad Capusan, Zolt Torok"
SAMD,Samdo,Nepal & China,6335,20784,Manaslu/Mansiri,Manaslu-Ganesh,Climbed,1,0,0,0,2009,Autumn,Oct 20,Japan,"Yasuke Kuramoto, Yoshitaka Kameoka, Kohei Kotani, Seiya Nakasukasa, Daisuke Nakatsuka, Hiroki Yamamoto"
SANB,Sano Bhrikuti,Nepal only,6328,20761,Damodar,Khumbu-Rolwaling-Makalu,Climbed,0,1,0,0,2017,Spring,Unknown,Switzerland,"Erwin Jacomet, et al."
SANC,Sanctuary Peak,Nepal only,6207,20364,Kanjiroba,Far West-Kanjiroba,Unclimbed,1,0,0,0,0,All,Unknown,Unknown,Unclimbed
SANK,Sano Kailash,Nepal only,6452,21168,Damodar,Annapurna-Damodar-Peri,Climbed,0,1,0,0,2019,Spring,Apr 28,"Austria, Nepal","Wolfgang Drexler, Lawang Tamang"
SARI,Saribung,Nepal only,6328,20761,Damodar,Annapurna-Damodar-Peri,Climbed,1,0,0,0,2003,Autumn,Oct 15,USA,"Jim Frush, Steve Furman"
SATO,Sat Peak,Nepal only,6164,20223,Janak/Ohmi Kangri,Kangchenjunga-Janak,Unclimbed,1,0,0,0,0,All,Unknown,Unknown,Unclimbed?
SAUL,Saula,Nepal & China,6235,20456,Manaslu/Mansiri,Manaslu-Ganesh,Unclimbed,1,0,0,0,0,All,Unknown,Unknown,Unclimbed
SHA2,Shartse II,Nepal & China,7457,24465,Khumbu,Khumbu-Rolwaling-Makalu,Climbed,1,0,0,0,1974,Spring,May 23,"Austria, W Germany","Kurt Diemburger, Hermann Warth"
SHAL,Shalbachum,Nepal & China,6707,22005,Langtang,Langtang-Jugal,Climbed,1,0,0,0,1959,Autumn,Oct 25,"Japan, Nepal","Sadao Hojo, Tetsuro Terahata, Dawa Thondup Sherpa, Pasang Temba Sherpa"
SHAR,Shartse,Nepal & China,7591,24905,Khumbu,Khumbu-Rolwaling-Makalu,Unclimbed,1,0,0,0,0,All,Unknown,Unknown,Unclimbed
SHER,Shershon,Nepal & China,6432,21102,Makalu,Khumbu-Rolwaling-Makalu,Unclimbed,1,0,0,0,0,Spring,Unknown,Unknown,Unclimbed
SHEY,Shey Shikhar,Nepal only,6139,20141,Kanjiroba,Far West-Kanjiroba,Climbed,1,0,0,0,2007,Summer,Aug 23,Japan,Katsuhito Fujikawa
SHNW,Shershon Northwest,Nepal & China,6682,21923,Makalu,Khumbu-Rolwaling-Makalu,Climbed,1,0,0,0,1980,Autumn,Oct 15,"UK, France","Doug Scott, Roger Baxter-Jones, Georges Bettembourg"
SIMN,Simnang Himal,Nepal only,6251,20509,Manaslu/Mansiri,Manaslu-Ganesh,Climbed,1,0,0,0,2001,Spring,May 16,Ukraine,"Mistislav Gorbenko, Vadim Leontiev, Sergei Pugachov, Mykhaylo Zagirnyak"
SING,Singu Chuli,Nepal only,6501,21329,Annapurna,Annapurna-Damodar-Peri,Climbed,0,0,1,1978,1957,Spring,Jun 13,UK,"David Cox, Wilfred Noyce"
SISN,Sisne Himal,Nepal only,5911,19393,Kanjiroba,Far West-Kanjiroba,Climbed,1,0,0,0,2013,Spring,May 26,"Nepal, USA","Man Bahadur Khatri, Alonzo Lyons, Dbruba Bista, Mulal Gurung, Nilam Gurung, Ali Bahadur Khatri, Vinaya Jaya Malla, Amrit Sarki"
SITA,Sita Chuchura,Nepal only,6611,21690,Mukut/Mustang,Dhaulagiri-Mukut,Climbed,1,0,0,0,1970,Autumn,Oct 26,"Japan, Nepal","Masahiko Takahashi, Hiroshi Harada, Nobuyki Hirato, Phurba Kitar Sherpa"
SNOW,Snow Peak,Nepal only,6530,21424,Dhaulagiri,Dhaulagiri-Mukut,Unclimbed,0,1,0,0,0,All,Unknown,Unknown,Unclimbed
SOBI,Sobithongie,Nepal only,6652,21824,Kangchenjunga/Simhalila,Kangchenjunga-Janak,Unclimbed,1,0,0,0,0,All,Unknown,Unknown,Unclimbed
SPH1,Sharphu I,Nepal only,6433,21106,Janak/Ohmi Kangri,Kangchenjunga-Janak,Climbed,1,0,0,0,1963,Autumn,Oct 22,Japan,"Takao Ishinabe, Chiharu Miyamoto, Yuzo Tatsumi"
SPH2,Sharphu II,Nepal only,6328,20761,Janak/Ohmi Kangri,Kangchenjunga-Janak,Climbed,1,0,0,0,201,Autumn,Oct 26,USA,"Aivaras Sajus, Spencer Gray"
SPH3,Sharphu III,Nepal only,6220,20407,Janak/Ohmi Kangri,Kangchenjunga-Janak,Unclimbed,1,0,0,0,0,All,Unknown,Unknown,Unclimbed?
SPH4,Sharphu IV,Nepal only,6172,20249,Janak/Ohmi Kangri,Kangchenjunga-Janak,Climbed,1,0,0,0,1962,Spring,May 20,Japan,"Takayuki Tsubaki, Chotare Sherpa"
SPH5,Sharphu V,Nepal only,6158,20203,Janak/Ohmi Kangri,Kangchenjunga-Janak,Unclimbed,1,0,0,0,0,All,Unknown,Unknown,Unclimbed?
SPH6,Sharphu VI,Nepal only,6076,19934,Janak/Ohmi Kangri,Kangchenjunga-Janak,Unclimbed,1,0,0,0,0,All,Unknown,Unknown,Unclimbed?
SPHN,Sphinx,Nepal & India,6825,22392,Jongsang,Kangchenjunga-Janak,Climbed,1,0,0,0,1936,Spring,Jun,UK,"J. K. Cooke, Frederick S. Chapman, John B. Harrison"
SRKU,Serku Dolma,Nepal only,6227,20430,Kanjiroba,Far West-Kanjiroba,Climbed,0,1,0,0,1973,Autumn,Oct 30,"Japan, Nepal","Eiken Moriyama, Morihiro Takechi, Anu Sherpa"
SURM,Surma-Sarovar North,Nepal only,6564,21535,Api/Byas Risi/Guras,Far West-Kanjiroba,Unclimbed,1,0,0,0,0,All,Unknown,Unknown,Unclimbed
SWAK,Swaksa Kang,Nepal & China,6405,21014,Kanti/Palchung,Far West-Kanjiroba,Unclimbed,1,0,0,0,0,All,Unknown,Unknown,Unclimbed
SWEL,Swelokhan,Nepal & China,6180,20276,Manaslu/Mansiri,Manaslu-Ganesh,Unclimbed,1,0,0,0,0,All,Unknown,Unknown,Unclimbed
SYKG,Syaokang,Nepal only,5929,19452,Janak/Ohmi Kangri,Kangchenjunga-Janak,Climbed,1,0,0,0,2012,Autumn,Oct 25,New Zealand,"John Cocks, Martin Hunter, Geoffrey Lamarche, Paul Maxim, Nick Schearer"
TAKL,Takla Kang,Nepal & China,6276,20591,Kanti/Palchung,Far West-Kanjiroba,Unclimbed,1,0,0,0,0,All,Unknown,Unknown,Unclimbed
TAKN,Takphu North,Nepal & China,6142,20151,Nalakankar/Chandi/Changla,Far West-Kanjiroba,Climbed,1,0,0,0,2016,Autumn,Oct 12,"Germany, Nepal","Herbert Bader, Karl Henge, Tassilo Hock, Josef Knitz, Annabelle Rochelt, Alois Sinz, Bhai Krishna Khadka"
TAKP,Takphu Himal,Nepal & China,6395,20981,Nalakankar/Chandi/Changla,Far West-Kanjiroba,Climbed,1,0,0,0,2018,Autumn,Oct 11,"UK, Germany","Ed Douglas, Christof Nettekoven, Bruce Normand"
TANK,Tankya I,Nepal & China,6305,20686,Kanti/Palchung,Far West-Kanjiroba,Unclimbed,1,0,0,0,0,All,Unknown,Unknown,Unclimbed
TAPL,Taple Shikhar,Nepal only,6447,21152,Kangchenjunga/Simhalila,Kangchenjunga-Janak,Climbed,1,0,0,0,1998,Autumn,Oct 08,"Japan, Nepal","Misako Miyazawa, Gumba Sherpa, Kancha Sunwar Sherpa, Pemba Lama Sherpa"
TASH,Tashi Kang,Nepal only,6386,20951,Mukut/Mustang,Dhaulagiri-Mukut,Climbed,1,0,0,0,2002,Summer,Aug 14,"Japan, Nepal","Yasue Mogi, Gyalzen Sherpa"
TAWA,Tawa,Nepal only,6110,20046,Damodar,Annapurna-Damodar-Peri,Climbed,0,1,0,0,2010,Autumn,Oct 21,"Japan, Nepal","Mikio Iga, Kazuya Fujikura, Chhongba Sherpa, Lhakpa Sherpa"
TAWO,Tawoche,Nepal only,6495,21309,Khumbu,Khumbu-Rolwaling-Makalu,Climbed,1,0,0,0,1974,Spring,Apr 15,France,"Louis Dubost, Paul Gendre"
TENG,Tengkoma,Nepal only,6215,20390,Jongsang,Kangchenjunga-Janak,Climbed,1,0,0,0,1949,Spring,Jun 17,"Switzerland, Nepal","Alfred Sutter, Rene Dittert, Annelies Lohner, Jacob Pargaetzi-Almer, Edouard Wyss-Dunant, Pasang Sherpa"
TENR,Tengi Ragi Tau,Nepal only,6938,22762,Rolwaling,Khumbu-Rolwaling-Makalu,Climbed,1,0,0,0,2002,Winter,Dec 04,"Japan, Nepal","Koichi Ezaki, Ruchia Takahashi, Pasang Tamang, Tul Bahadur Tamang"
THAM,Thamserku,Nepal only,6618,21713,Khumbu,Khumbu-Rolwaling-Makalu,Climbed,1,0,0,0,1964,Autumn,Nov 04,New Zealand,"Lynn Crawford, Peter Farrell, John McKinnon, Richard Stewart"
THAR,Tharpu Chuli,Nepal only,5695,18684,Annapurna,Annapurna-Damodar-Peri,Climbed,0,0,1,1978,1964,Autumn,Oct 23,Japan,"Masaaki Kimura, Kiyoo Shimada"
THOC,Thoche Go,Nepal & China,6602,21660,Peri,Annapurna-Damodar-Peri,Unclimbed,1,0,0,0,0,All,Unknown,Unknown,Unclimbed
THOR,Thorong Peak,Nepal only,6144,20157,Annapurna,Annapurna-Damodar-Peri,Climbed,1,0,0,0,2007,Autumn,Nov 08,"Japan, Nepal","Satoru Endo, Mikio Iga, Terue Katakura, Mitsukuni Oka, Rikio Takahashi, Hiroshi Yumoto, Gadjet Bis Gurung, Ang Dawa Tamang, Hit Bahadur Tamang, Pasang Tamang"
THRK,Tharke Kang,Nepal & China,6710,22014,Khumbu,Khumbu-Rolwaling-Makalu,Climbed,1,0,0,0,2017,Autumn,Nov 03,"USA, Nepal","Garrett Madison, Kristin Bennett, Lisa Thompson, Ang Phurba Sherpa, Lhakpa Dendi Sherpa, Pasang Dawa Sherpa, Tashi Sherpa"
THUL,Thulagi,Nepal only,7059,23159,Manaslu/Mansiri,Manaslu-Ganesh,Climbed,1,0,0,0,2015,Autumn,Sep 26,Russia,"Alexander Gukov, Ivan Dozhdev, Ruslan Kirichenko, Valeri Shamalo"
TILI,Tilicho,Nepal only,7134,23406,Annapurna,Annapurna-Damodar-Peri,Climbed,1,0,0,0,1978,Autumn,Oct 10,France,Emmanuel Schmutz
TILJ,Tilje,Nepal only,6530,21424,Peri,Annapurna-Damodar-Peri,Unclimbed,1,0,0,0,0,All,Unknown,Unknown,Unclimbed
TILK,Til Kang,Nepal & China,6369,20896,Nalakankar/Chandi/Changla,Far West-Kanjiroba,Climbed,1,0,0,0,2018,Autumn,Oct 15,UK,"Ed Douglas, Bruce Normand"
TKPO,Tengkangpoche,Nepal only,6482,21266,Rolwaling,Khumbu-Rolwaling-Makalu,Climbed,1,0,0,0,1984,Autumn,Oct,"UK, USA","Trevor Pilling, Andy Zimet"
TKRE,Takargo East,Nepal only,6152,20184,Rolwaling,Khumbu-Rolwaling-Makalu,Climbed,1,0,0,0,2015,Autumn,Oct 06,Nepal,"Dawa Gyalje Sherpa, Nima Tenji Sherpa, Tashi Sherpa"
TKRG,Takargo,Nepal only,6771,22215,Rolwaling,Khumbu-Rolwaling-Makalu,Climbed,1,0,0,0,2010,Spring,Mar 12,USA,"David Gottlieb, Joseph Puryear"
TLNG,Talung,Nepal & India,7349,24111,Kangchenjunga/Simhalila,Kangchenjunga-Janak,Climbed,1,0,0,0,1964,Spring,May 19,"W Germany, Nepal","Franz Lindner, Tenzing Nanda Sherpa"
TOBS,Tobsar,Nepal only,6065,19898,Ganesh/Shringi,Manaslu-Ganesh,Climbed,1,0,0,0,2017,Autumn,Oct 01,Nepal,"Narendra Shahi, Iman Gurung, Samir Gurung"
TONG,Tongu,Nepal only,6187,20299,Mukut/Mustang,Dhaulagiri-Mukut,Climbed,0,1,0,0,1959,Autumn,Oct 21,USA,"John Humphreys, Fred Dunn, John Noxon"
TRIA,Triangle Peak,Nepal & China,6484,21273,Jugal,Langtang-Jugal,Climbed,0,1,0,0,2013,Autumn,Oct 09,France,"Sebastien Moatti, Max Bonniot"
TRIP,Tripura Hiunchuli,Nepal only,6553,21499,Kanjiroba,Far West-Kanjiroba,Climbed,1,0,0,0,1986,Autumn,Oct 17,"Japan, Nepal","Noriyuki Hata, Katashi Tokimoto, Ang Phuri Sherpa"
TSAR,Tsartse,Nepal only,6343,20810,Mukut/Mustang,Dhaulagiri-Mukut,Climbed,1,0,0,0,2018,Autumn,Sep 25,"Japan, Nepal","Kouki Ikeda, Daisuke Simozuru, Yujiro Suga, Asahi Takeshita, Dendi Sherpa, Ngima Sherpa, Pemba Sherpa, Tenjin Sherpa, Bir Kaji Tamang"
TSIS,Tsisima,Nepal only,6196,20328,Janak/Ohmi Kangri,Kangchenjunga-Janak,Climbed,0,1,0,0,1963,Spring,Jun 03,"Japan, Nepal","Motohiko Kogo, Kunga Norbu"
TSKP,Tso Karpo,Nepal only,6518,21385,Kanjiroba,Far West-Kanjiroba,Unclimbed,1,0,0,0,0,All,Unknown,Unknown,Unclimbed
TSOK,Tso Karpo Kang,Nepal only,6556,21509,Kanjiroba,Far West-Kanjiroba,Climbed,1,0,0,0,1971,Autumn,Oct 25,Japan,"Shoji Miyoshi, Koji Mizutani"
TSUR,Tsaurabong Peak,Nepal only,6395,20981,Dhaulagiri,Dhaulagiri-Mukut,Climbed,0,1,0,0,1974,Spring,Unknown,"Japan, Nepal","Genzaburo Yamasaki, Sherpas (?)"
TUKU,Tukuche,Nepal only,6920,22703,Dhaulagiri,Dhaulagiri-Mukut,Climbed,1,0,0,0,1970,Spring,Apr 30,Japan,"Hirosuke Kikuchi, Eiho Otani, Takao Yonemoto"
TUTS,Tutse,Nepal only,6758,22172,Makalu,Khumbu-Rolwaling-Makalu,Unclimbed,1,0,0,0,0,All,Unknown,Unknown,Unclimbed?
URKM,Urkinmang,Nepal only,6143,20154,Jugal,Langtang-Jugal,Climbed,1,0,0,0,1964,Spring,May 20,"Japan, Nepal","Akira Ban, Kazuhisa Jokei, Tesuya Kiyohara, Mingma Tshering Sherpa"
URMA,Urkema,Nepal only,5890,19324,Langtang,Langtang-Jugal,Climbed,1,0,0,0,2007,Autumn,Sep 12,"Taiwan, S Korea, Singapore, Australia, Nepal",15 international scout students and 6 Sherpas
YAKA,Yakawa Kang,Nepal only,6482,21266,Damodar,Annapurna-Damodar-Peri,Climbed,1,0,0,0,2010,Autumn,Nov 07,"Japan, Nepal","Hidenobu Tsuji, Dawa Norbu Sherpa, Dawa Tshering Sherpa, Tshering Tashi Sherpa"
YALU,Yalung Kang,Nepal only,8505,27904,Kangchenjunga/Simhalila,Kangchenjunga-Janak,Climbed,1,0,0,0,1973,Spring,May 14,Japan,"Yutaka Ageta, Takao Matsuda"
YALW,Yalung Kang West,Nepal only,8077,26499,Kangchenjunga/Simhalila,Kangchenjunga-Janak,Unclimbed,1,0,0,0,0,All,Unknown,Unknown,Unclimbed
YANG,Yangri,Nepal & China,6535,21440,Jugal,Langtang-Jugal,Unclimbed,1,0,0,0,0,All,Unknown,Unknown,Unclimbed?
YANK,Yanme Kang,Nepal & China,6206,20361,Janak/Ohmi Kangri,Kangchenjunga-Janak,Climbed,1,0,0,0,2017,Autumn,Oct 29,France,"Gregoire Lestienne, Floriane Pugin"
YANS,Yansa Tsenji,Nepal only,6567,21545,Langtang,Langtang-Jugal,Unclimbed,1,0,0,0,0,All,Unknown,Unknown,Unclimbed
YARA,Yala Chuli,Nepal & China,6236,20459,Kanti/Palchung,Far West-Kanjiroba,Unclimbed,1,0,0,0,0,All,Unknown,Unknown,Unclimbed
YARW,Yarwa,Nepal only,6644,21798,Api/Byas Risi/Guras,Far West-Kanjiroba,Unclimbed,1,0,0,0,0,All,Unknown,Unknown,Unclimbed
YAUP,Yaupa,Nepal & China,6422,21070,Makalu,Khumbu-Rolwaling-Makalu,Climbed,1,0,0,0,1989,Autumn,Sep,"UK, USA","Andy Fanshawe, Vic Saunders, Stephen Sustad"
YNGS,Yangra Kangri South,Nepal & China,6863,22516,Ganesh/Shringi,Manaslu-Ganesh,Unclimbed,1,0,0,0,0,All,Unknown,Unknown,Unclimbed?
YOKO,Yokopahar,Nepal & China,6423,21073,Api/Byas Risi/Guras,Far West-Kanjiroba,Unclimbed,1,0,0,0,0,All,Unknown,Unknown,Unclimbed
YUBR,Yubra,Nepal only,6264,20551,Langtang,Langtang-Jugal,Unclimbed,0,1,0,0,0,All,Unknown,Unknown,Unknown
